AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,JOU_RATING_VHB,JOU_RATING_SCIMAGO,UPDATED,PUB_AUTHORS_LIST
Dietmar Ratz,Grundkurs Programmieren in Java,2006,"Ratz, Dietmar; Scheffler, Jens; Seese, Detlef G.; Wiesenberger, Jan",Book,Carl Hanser Verlag GmbH & Co. KG,,,,,,,"['Dietmar Ratz', 'Jens Scheffler', 'Detlef G. Seese', 'Jan Wiesenberger']"
Oliver Rettig,Proper joint angle representation in the context of femoral derotation osteotomy (Poster),2006,"Rettig, Oliver; Wolf, Sebastian I.",ContributionConferenceProceedings,,,,,,,,"['Oliver Rettig', 'Sebastian I. Wolf']"
,Unternehmensbewertung,2006,"Schindler, Darius Oliver",ContributionBookEdited,,,,,,,,['Darius Oliver Schindler']
Ruth-Caroline Zimmermann,Unternehmensbewertung und Halbeinkünfteverfahren: Der Werteinfluss des steuerlichen Eigenkapitals,2006,"Schultze, Wolfgang; Zimmermann, Ruth-Caroline",JournalArticle,,,,,,,,"['Wolfgang Schultze', 'Ruth-Caroline Zimmermann']"
,Using Orthogonal Surface Directions for Autonomous 3D-Exploration of Indoor Environments,2006,"Walther, Marcus; Kohlhepp, Peter; Bretthauer, Georg; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Walther', 'Peter Kohlhepp', 'Georg Bretthauer', 'Rüdiger Dillmann']"
,A foveal 3D laser scanner integrating texture into range data,2006,"Walther, Marcus; Steinhaus, Peter; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Walther', 'Peter Steinhaus', 'Rüdiger Dillmann']"
Ruth-Caroline Zimmermann,Gestaltungsspielräume bei Veröffentlichung von Abschlussprüferhonoraren im Rahmen des BilReG,2006,"Zimmermann, Ruth-Caroline",JournalArticle,,,,,,,,['Ruth-Caroline Zimmermann']
Andreas Weber,Chaos on function spaces,2005,"Aron, Richard M.; Seoane-Sepúlveda, Juan B.; Weber, Andreas",JournalArticle,,,,,,,,"['Richard M. Aron', 'Juan B. Seoane-Sepúlveda', 'Andreas Weber']"
Frank Borowicz,Fairness Opinions - Feigenblatt oder ernstzunehmendes Gutachten?,2005,"Borowicz, Frank",JournalArticle,,,,,,,,['Frank Borowicz']
Frank Borowicz,"Methoden der Unternehmensbewertung: Ertragswert, Discounted Cash Flow und Economic Value Added",2005,"Borowicz, Frank",JournalArticle,,,,,,,,['Frank Borowicz']
Frank Borowicz,Business Process Outscourcing von Risiko- und Ertragsmanagement im B2C-Geschäft,2005,"Borowicz, Frank; Scherm, E.",ContributionBookEdited,,,,,,,,"['Frank Borowicz', 'E. Scherm']"
Ulf-Daniel Ehlers,Was wissen wir über den E-Lerner? Zum Stand der Qualitätsforschung aus Nutzersicht,2005,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,What do you need for quality in e-learning? Quality Literacy and the Quality Development Cycle: A pragmatic approach in four steps,2005,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Quality for E-Learning-Regions,2005,"Ehlers, Ulf-Daniel; Pawlowski, Jan Martin; Stracke, Christian M.",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Jan Martin Pawlowski', 'Christian M. Stracke']"
Ulf-Daniel Ehlers,Learning from Experience: Towards a Formal Model for Contextualization of Experiences for Quality Development,2005,"Ehlers, Ulf-Daniel; Pawlowski, Jan Martin; Adelsberger, Heimo H.; Bick, Markus",ContributionBookEdited,,,DOI: https://doi.org/10.1007/3-7908-1624-8_40,,,,,"['Ulf-Daniel Ehlers', 'Jan Martin Pawlowski', 'Heimo H. Adelsberger', 'Markus Bick']"
Ulf-Daniel Ehlers,A Participatory Approach to E-Learning-Quality,2005,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Pädagogische Qualitätsforschung,2005,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Quality in E-Learning. Use and Dissemination of Quality Strategies in European E-Learning. A Study by the European Quality Observatory,2005,"Ehlers, Ulf-Daniel; Görtz, Lutz; Hildebrandt, Barbara; Pawlowski, Jan Martin",Book,,,,,,,,"['Ulf-Daniel Ehlers', 'Lutz Görtz', 'Barbara Hildebrandt', 'Jan Martin Pawlowski']"
Ulf-Daniel Ehlers,Bringing Collaboration to E-Learning.,2005,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,"Evaluation von E-Learning: Checklisten, Kriterienkataloge oder Evaluationskonzepte? Zum Stand der Bewertungsverfahren für E-Learning-Arrangements",2005,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Need for Quality – Key Process or Add-On?,2005,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Partizipative Qualitätsentwicklung im E-Learning. Möglichkeiten einer neuen Lernerorientierung mit PQM,2005,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
,Unterrichtskonzepte für informatische Bildung,2005,,ConferenceProceedings,Gesellschaft für Informatik e.V.,,,,,,,['']
Roland Küstermann,Durchführung von Onlineklausuren mit ILIAS,2005,"Küstermann, Roland; Melcher, Joachim; Toussaint, Frederic; Seese, Detlef G.",ContributionConferenceProceedings,,,,,,,,"['Roland Küstermann', 'Joachim Melcher', 'Frederic Toussaint', 'Detlef G. Seese']"
Roland Küstermann,Effektive Java-Grundausbildung unter Einsatz eines Learning Management Systems und spezieller Werkzeuge,2005,"Küstermann, Roland; Ratz, Dietmar; Seese, Detlef G.",ContributionConferenceProceedings,,,,,,,,"['Roland Küstermann', 'Dietmar Ratz', 'Detlef G. Seese']"
Roland Küstermann,Towards a Framework for Improving the Design of Programming Exercises,2005,"Küstermann, Roland; Ratz, Dietmar; Seese, Detlef G.",ContributionConferenceProceedings,,,,,,,,"['Roland Küstermann', 'Dietmar Ratz', 'Detlef G. Seese']"
Roland Küstermann,Online Prüfung mit ILIAS,2005,"Küstermann, Roland; Ratz, Dietmar; Seese, Detlef G.; Toussaint, Frederic",ContributionBookEdited,,,,,,,,"['Roland Küstermann', 'Dietmar Ratz', 'Detlef G. Seese', 'Frederic Toussaint']"
Tanja Marschall,Erhöhen Migrationen aus hohen und mittleren Endemiegebieten die Hepatitis B-Prävalenz in Deutschland? Epidemiologische Schätzung der HBsAg-Prävalenz bei verschiedenen erwachsenen Bevölkerungsgruppen,2005,"Marschall, Tanja; Krämer, Alexander; Prüfer-Krämer, Luise Marie; Mikolajczyk, Rafael T.; Kretzschmar, Mirjam",JournalArticle,,,DOI: https://doi.org/10.1055/s-2005-922067,,,,,"['Tanja Marschall', 'Alexander Krämer', 'Luise Marie Prüfer-Krämer', 'Rafael T. Mikolajczyk', 'Mirjam Kretzschmar']"
Philipp Pohl,Einführung in das Multiprojektmanagement – Theorie und Praxis des Multiprojektmanagements,2005,"Pohl, Philipp",ContributionBookEdited,,,,,,,,['Philipp Pohl']
Philipp Pohl,Die Balanced Scorecard im Rahmen der wertorientierten Steuerung,2005,"Pohl, Philipp",JournalArticle,,,,,,,,['Philipp Pohl']
Dietmar Ratz,Towards Self-Organizing Knowledge Intensive Processes,2005,"Povalej, Roman; Ratz, Dietmar; Richter-von Hagen, Cornelia",JournalArticle,,,,,,,,"['Roman Povalej', 'Dietmar Ratz', 'Cornelia Richter-von Hagen']"
Dietmar Ratz,A Genetic Algorithm Approach to Self-Organizing Knowledge Intensive Processes,2005,"Ratz, Dietmar; Povalej, Roman; Richter-von Hagen, Cornelia",ContributionConferenceProceedings,,,,,,,,"['Dietmar Ratz', 'Roman Povalej', 'Cornelia Richter-von Hagen']"
Dietmar Ratz,Evolution of Petrinet Modeled Knowledge Intensive Processes,2005,"Ratz, Dietmar; Povalej, Roman; Richter-von Hagen, Cornelia",ContributionBookEdited,,,,,,,,"['Dietmar Ratz', 'Roman Povalej', 'Cornelia Richter-von Hagen']"
Oliver Rettig,An upper extremity model based on optimized joint centers and axes.,2005,"Rettig, Oliver",ContributionConferenceProceedings,,,,,,,,['Oliver Rettig']
Oliver Rettig,"Rotation in ball joints – a solution for the Codeman paradoxon (Vortarg), Euler is not really what the clinician wants Biomechanics of the lower limb in health desease and rehabilitation (Poster)",2005,"Rettig, Oliver; Wolf, Sebastian I.",ContributionConferenceProceedings,,,,,,,,"['Oliver Rettig', 'Sebastian I. Wolf']"
,Bürgschaften im Krisenfall,2005,"Schindler, Darius Oliver",JournalArticle,,,,,,,,['Darius Oliver Schindler']
,Nationale Verfassungen und der Europäische Haftbefehl.,2005,"Schindler, Darius Oliver",JournalArticle,,,,,,,,['Darius Oliver Schindler']
,Wettbewerbswidriger Hinweis des Haftpflichtversicherers auf beschränkte Erstattung von Mietwagenkosten.,,"Schindler, Darius Oliver",Unknown,,,,,,,,['Darius Oliver Schindler']
,Elastic View Graphs: A new Framework for Sequential 3D-SLAM,,"Walther, Marcus; Kohlhepp, Peter",Unknown,,,,,,,,"['Marcus Walther', 'Peter Kohlhepp']"
,Using B-Splines for Mobile Robot Path Representation and Motion Control,2005,"Walther, Marcus; Steinhaus, Peter; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Walther', 'Peter Steinhaus', 'Rüdiger Dillmann']"
Felice-Alfredo Avella,Substitution der Gewerbesteuer - unter Berücksichtigung von Steuervereinfachung und Weiterentwicklung der Unternehmensbesteuerung,2004,"Avella, Felice-Alfredo",Book,,,,,,,,['Felice-Alfredo Avella']
Ulf-Daniel Ehlers,Von der Konjunktur des E-Learners,2004,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualität im E-Learning aus Lernersicht,2004,"Ehlers, Ulf-Daniel",Book,Springer,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,PQM - Partizipative Qualitätsentwicklung im E-Learning. Bildungsprozesse als Basis für eine neue Lernerorientierung,2004,"Ehlers, Ulf-Daniel; Fehrenbach, T.",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'T. Fehrenbach']"
Ulf-Daniel Ehlers,Quality in E-Learning – The European Perspective,2004,"Ehlers, Ulf-Daniel; Görtz, Lutz",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Lutz Görtz']"
Ulf-Daniel Ehlers,Metadaten zur Analyse und Auswahl von Qualitätsansätzen für Aus- und Weiterbildung,2004,"Ehlers, Ulf-Daniel; Hildebrandt, Barbara; Pawlowski, Jan Martin; Teschler, Sinje",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Barbara Hildebrandt', 'Jan Martin Pawlowski', 'Sinje Teschler']"
Ulf-Daniel Ehlers,Metadaten zur Analyse und Auswahl von Qualitätsansätzen für Aus- und Weiterbildung,2004,"Ehlers, Ulf-Daniel; Hildebrandt, Barbara; Pawlowski, Jan Martin; Teschler, Sinje",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Barbara Hildebrandt', 'Jan Martin Pawlowski', 'Sinje Teschler']"
Ulf-Daniel Ehlers,The European Quality Observatory Enhancing Quality for Tomorrow’s Learners,2004,"Ehlers, Ulf-Daniel; Hildebrandt, Barbara; Pawlowski, Jan Martin; Teschler, Sinje",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Barbara Hildebrandt', 'Jan Martin Pawlowski', 'Sinje Teschler']"
Ulf-Daniel Ehlers,Qualität durch Standardisierung? Das EQO Modell: Ein Referenzmodell für Qualitätsstrategien,2004,"Ehlers, Ulf-Daniel; Hildebrandt, Barbara; Teschler, Sinje",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Barbara Hildebrandt', 'Sinje Teschler']"
Ulf-Daniel Ehlers,Learning From Experience. Towards a Formal Model for Contextualization of Experiences for Quality Development,2004,"Ehlers, Ulf-Daniel; Pawlowski, Jan Martin",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Jan Martin Pawlowski']"
Ulf-Daniel Ehlers,Qualitätsentwicklung im E-Learning: Ein Entscheidungsmodell für die Auswahl von Qualitätsansätzen in Europa,2004,"Ehlers, Ulf-Daniel; Pawlowski, Jan Martin",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Jan Martin Pawlowski']"
Ulf-Daniel Ehlers,Bildungscontrolling im E-Learning: Eine Einführung,2004,"Ehlers, Ulf-Daniel; Schenkel, Peter",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Peter Schenkel']"
Ulf-Daniel Ehlers,E-Learning-Services in the Crossfire of Pedagogy,2004,"Ehlers, Ulf-Daniel; Gerteis, Wolfgang; Holmer, Torsten; Jung, Helmut W.",Book,Bertelsmann Verlag,,,,,,,"['Ulf-Daniel Ehlers', 'Wolfgang Gerteis', 'Torsten Holmer', 'Helmut W. Jung']"
Ulf-Daniel Ehlers,Quality in E-Learning,2004,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Quality in E-Learning,2004,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,"Bildungscontrolling, individuelles Bildungsmanagement und E-Portfolios",2004,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Chancen und Grenzen der Standardisierung im E-Learning,2004,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Erfolgsfaktoren für E-Learning: Die Sicht der Lernenden und mediendidaktische Konsequenzen,2004,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Heterogenität als Herausforderung erziehungswissenschaftlicher Qualitätsforschung. Partizipative Qualitätsentwicklung im E-Learning,2004,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Quality in E-Learning From a Learner’s Perspective,2004,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Tanja Marschall,Triggert die Migration das Infektionsgeschehen der Hepatitis B in Deutschland?,2004,"Krämer, Alexander; Marschall, Tanja",JournalArticle,,,,,,,,"['Alexander Krämer', 'Tanja Marschall']"
Roland Küstermann,Java Web Course - An Application Of ILIAS,2004,"Küstermann, Roland; Ratz, Dietmar; Seese, Detlef G.",ContributionConferenceProceedings,,,,,,,,"['Roland Küstermann', 'Dietmar Ratz', 'Detlef G. Seese']"
Christian Möbius,Der Pensionsfonds als 5. Durchführungsweg der bAV,2004,"Möbius, Christian",ContributionBookEdited,,,,,,,,['Christian Möbius']
Philipp Pohl,Wertorientierte Steuerung von Versicherungsunternehmen – Theorie und Praxis,2004,"Pohl, Philipp; Oletzky, Torsten",JournalArticle,,,,,,,,"['Philipp Pohl', 'Torsten Oletzky']"
Dietmar Ratz,Simulation of Business Process Improvement by a Customised Genetic Algorithm,2004,"Ratz, Dietmar; Richter-von Hagen, Cornelia; Stucky, Wolffried",JournalArticle,,,,,,,,"['Dietmar Ratz', 'Cornelia Richter-von Hagen', 'Wolffried Stucky']"
Dietmar Ratz,Adaptive Business Process Improvement Using Multi-Objective Genetic Algorithms,2004,"Ratz, Dietmar; Richter-von Hagen, Cornelia",JournalArticle,,,,,,,,"['Dietmar Ratz', 'Cornelia Richter-von Hagen']"
Oliver Rettig,Upper Extremity – Optical marker based joint center calculation and elbow flexion angle determination (Poster),2004,"Rettig, Oliver",ContributionConferenceProceedings,,,,,,,,['Oliver Rettig']
,Der Umgang mit Rechtsunterschieden,2004,"Schindler, Darius Oliver",ContributionBookEdited,,,,,,,,['Darius Oliver Schindler']
Dietmar Ratz,A Multidimensional Branch-and-Prune Method for Interval Global Optimization,2004,"Vinkó, Tamás; Ratz, Dietmar",JournalArticle,,,,,,,,"['Tamás Vinkó', 'Dietmar Ratz']"
,Sequential 3D-SLAM for mobile action planning,2004,"Walther, Marcus; Kohlhepp, Peter; Pozzo, Paola; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Walther', 'Peter Kohlhepp', 'Paola Pozzo', 'Rüdiger Dillmann']"
,Planning and Adaption of Flexible Paths in Dynamic Environments,2004,"Walther, Marcus; Steinhaus, Peter; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Walther', 'Peter Steinhaus', 'Rüdiger Dillmann']"
,3D Global and Mobile Sensor Data Fusion for Mobile Platform Navigation,2004,"Walther, Marcus; Steinhaus, Peter; Dillmann, Rüdiger; Giesler, Björn",ContributionConferenceProceedings,,,,,,,,"['Marcus Walther', 'Peter Steinhaus', 'Rüdiger Dillmann', 'Björn Giesler']"
Ulf-Daniel Ehlers,Zum Stand der Forschung: Qualität beim E-Learning,2003,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Quality Strategy for E-Learning-Service-Providers,2003,"Ehlers, Ulf-Daniel; Adelsberger, Heimo H.; Pawlowski, Jan Martin",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Heimo H. Adelsberger', 'Jan Martin Pawlowski']"
Ulf-Daniel Ehlers,Qualitätsstrategie für integrierte E-Learning-Services,2003,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,10 Thesen zur zukünftigen Entwicklung von E-Learning-Services,2003,"Ehlers, Ulf-Daniel; Gerteis, Wolfgang; Holmer, Torsten; Jung, Insung",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Wolfgang Gerteis', 'Torsten Holmer', 'Insung Jung']"
Ulf-Daniel Ehlers,Subjektorientierte Qualitätsforschung versus objektive Qualitätskriterien? Vom vergessenen E-Lerner in der Debatte um Qualität beim E-Learning,2003,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualitätsentwicklung als strategischer Bezugspunkt für die Bereitstellung von E-Learning-Services,2003,"Ehlers, Ulf-Daniel; Jung, Insung",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Insung Jung']"
Ulf-Daniel Ehlers,Qualitätsentwicklung im Spannungsfeld divergenter Anforderungen,2003,"Ehlers, Ulf-Daniel; Jung, Insung",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Insung Jung']"
Ulf-Daniel Ehlers,The European Quality Observatory,2003,"Ehlers, Ulf-Daniel; Pawlowski, Jan Martin",ContributionConferenceProceedings,,,,,,,,"['Ulf-Daniel Ehlers', 'Jan Martin Pawlowski']"
Ulf-Daniel Ehlers,Von E-Learning zu integrierten E-Learning-Services,2003,"Ehlers, Ulf-Daniel; Treumann, K. P.",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'K. P. Treumann']"
Ulf-Daniel Ehlers,Die L³-Lernzentren: Das Praxisfeld in der L³-Infrastruktur,2003,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Blended Learning in den Lernzentren der Zukunft,2003,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,E-Learning-Services ersetzen E-Learning Ergebnisse der externen Begleitforschung im L3-Projekt,2003,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualität beim E-Learning,2003,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Roland Küstermann,"Java-Start: ein ""pflegeleichter"" Webkurs",2003,"Küstermann, Roland; Ratz, Dietmar; Seese, Detlef G.; Thiemann, P.",ContributionBookEdited,,,,,,,,"['Roland Küstermann', 'Dietmar Ratz', 'Detlef G. Seese', 'P. Thiemann']"
Dietmar Ratz,Modell eines Workflow-Systems zur Erh¨ohung der Sicherheit von Web Services,2003,"Podgayetskaya, Tatyana; Ratz, Dietmar; Stucky, Wolffried",JournalArticle,,,,,,,,"['Tatyana Podgayetskaya', 'Dietmar Ratz', 'Wolffried Stucky']"
Dietmar Ratz,Grundkurs Programmieren in Java,2003,"Ratz, Dietmar; Scheffler, Jens; Seese, Detlef G.; Wiesenberger, Jan",Book,Carl Hanser Verlag GmbH & Co. KG,,,,,,,"['Dietmar Ratz', 'Jens Scheffler', 'Detlef G. Seese', 'Jan Wiesenberger']"
Oliver Rettig,Kinetics of a carbon spring AF-orthosis and its influence on the kinetics of gait,2003,"Rettig, Oliver",ContributionConferenceProceedings,,,,,,,,['Oliver Rettig']
Oliver Rettig,Kinetics of a carbon spring AFO-orthosis and its influence on the kinetics of gait,2003,"Rettig, Oliver; Wolf, Sebastian I.; Döderlein, Leonhard",JournalArticle,,,,,,,,"['Oliver Rettig', 'Sebastian I. Wolf', 'Leonhard Döderlein']"
,„Die sachliche Rechtfertigung des Verschmelzungsbeschlusses börsennotierter Aktiengesellschaften“,,"Schindler, Darius Oliver",Unknown,,,,,,,,['Darius Oliver Schindler']
,Gegenwärtige und künftige Rolle der deutschen Länder im Integrationsprozess,2003,"Schindler, Darius Oliver",JournalArticle,,,,,,,,['Darius Oliver Schindler']
Jürgen Vollmer,Erfahrungen mit der werkzeug-gestützten Änderung von COBOL-Systemen,2003,"Vollmer, Jürgen",ContributionConferenceProceedings,,,,,,,,['Jürgen Vollmer']
,Schritthaltende 3D-Kartierung und Lokalisierung für mobile Inspektionsroboter,,"Walther, Marcus; Kohlhepp, Peter; Steinhaus, Peter",Unknown,,,,,,,,"['Marcus Walther', 'Peter Kohlhepp', 'Peter Steinhaus']"
,A Robot Navigation Approach Based on 3D Data Fusion,2003,"Walther, Marcus; Steinhaus, Peter; Dillmann, Rüdiger",ContributionConferenceProceedings,,,,,,,,"['Marcus Walther', 'Peter Steinhaus', 'Rüdiger Dillmann']"
Holger Becker,Commercial Paper-Programme,2002,"Becker, Holger; Schuster, Leo",ContributionBookEdited,,,,,,,,"['Holger Becker', 'Leo Schuster']"
Frank Borowicz,Wettbewerb im Mobilfunkmarkt — die Folgen von UMTS,2002,"Borowicz, Frank; Scherm, E.",ContributionBookEdited,,,DOI: https://doi.org/10.1007/978-3-322-82359-5_3,,,,,"['Frank Borowicz', 'E. Scherm']"
Ulf-Daniel Ehlers,Qualität - im Mittelpunkt steht der Lernende. Qualitätsentwicklung im Leitprojekt L3-lebenslanges Lernen,2002,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualität beim eLearning,2002,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualität beim eLearning ist mehr als ‚e’. Studie der Uni Bielefeld,2002,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,E-Learning im Wandel: Brauchen wir eine neue Qualität?,2002,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualität beim eLearning aus Lernersicht,2002,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Holger Becker,Bankenkrise - Staatskrise? Der Fall der costaricanischen Banco Anglo Costarricense,2001,"Becker, Holger",ContributionBookEdited,,,,,,,,['Holger Becker']
,Fallstudie zur kostengünstigen Entwicklung und Einführung eines wissensbasierten Diagnosesystems zur Unterstützung der Instandsetzung von Laseranlagen,2001,"Beckmann, Thilo; Daniel, Manfred",ContributionBookEdited,,,DOI: https://doi.org/10.1007/978-3-642-56929-6_13,,,,,"['Thilo Beckmann', 'Manfred Daniel']"
,"SCoPE, syllable core and periphery evaluation: Automatic syllabification and foreign accent identification",2001,"Berkling, Kay",JournalArticle,,,DOI: https://doi.org/10.1016/S0167-6393(00)00100-X,,,,,['Kay Berkling']
Frank Borowicz,Standardisierungsstrategien: Eine erweiterte Betrachtung des Wettbewerbs auf Netzeffektmärkten,2001,"Borowicz, Frank; Scherm, E.",JournalArticle,,,,,,,,"['Frank Borowicz', 'E. Scherm']"
Frank Borowicz,Standardisierungsstrategien: Eine erweiterte Betrachtung des Wettbewerbs auf Netzeffektmärkten,2001,"Borowicz, Frank; Scherm, E.",JournalArticle,,,,,,,,"['Frank Borowicz', 'E. Scherm']"
Frank Borowicz,Strategien im Wettbewerb um Kompatibilitaetsstandards // Strategien im Wettbewerb um Kompatibilitätsstandards,2001,"Borowicz, Frank",Book,Lang,,,,,,,['Frank Borowicz']
Dietmar Ratz,Interval Methods for Global Optimization Using the Boxing Method,2001,"Csallner, Andras Erik; Klatte, Rudi; Ratz, Dietmar; Wiethoff, Andreas",ContributionBookEdited,,,,,,,,"['Andras Erik Csallner', 'Rudi Klatte', 'Dietmar Ratz', 'Andreas Wiethoff']"
,Fallstudie zur Entwicklung und Einführung eines wissensbasierten Diagnose- und Informationssystems zur Unterstützung der Hotline-Diagnose von Anlagenstörfällen,2001,"Daniel, Manfred; Martin, Ulrich; Müller, Hartmut",ContributionBookEdited,,,DOI: https://doi.org/10.1007/978-3-642-56929-6_12,,,,,"['Manfred Daniel', 'Ulrich Martin', 'Hartmut Müller']"
Ulf-Daniel Ehlers,Web 2.0 – E-Learning 2.0 – Qualität 2.0? Mediendidaktische Hintergründe für eine Veränderung von Lernkultur und Qualitätskonzepten,2001,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,"Qualität von E-Learning kontrollieren, Die Bedeutung von Qualität im E-Learning",2001,"Ehlers, Ulf-Daniel; Pawlowski, Jan Martin; Grötz, L.",ContributionBookEdited,,,,,,,,"['Ulf-Daniel Ehlers', 'Jan Martin Pawlowski', 'L. Grötz']"
Ulf-Daniel Ehlers,"Evaluation und Qualitätsentwicklung von eLearning am Beispiel des Projektes ""L3-lebenslanges Lernen""",2001,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Dietmar Ratz,Grundkurs Programmieren in Java,2001,"Ratz, Dietmar; Scheffler, Jens; Seese, Detlef G.",Book,Carl Hanser Verlag GmbH & Co. KG,,,,,,,"['Dietmar Ratz', 'Jens Scheffler', 'Detlef G. Seese']"
Dietmar Ratz,Nonsmooth Global Optimization,2001,"Ratz, Dietmar",ContributionBookEdited,,,,,,,,['Dietmar Ratz']
,Bedarf es einer neuen gesetzlichen Regelung des Anfechtungsrechts zur Bekämpfung räuberischer Aktionäre?,2001,"Schindler, Darius Oliver",JournalArticle,,,,,,,,['Darius Oliver Schindler']
,Automatic language identification,2001,"Zissman, Marc A.; Berkling, Kay",JournalArticle,,,DOI: https://doi.org/10.1016/S0167-6393(00)00099-6,,,,,"['Marc A. Zissman', 'Kay Berkling']"
