AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,JOU_RATING_VHB,JOU_RATING_SCIMAGO,UPDATED,PUB_AUTHORS_LIST
Christian Möbius,Lohnen sich Indexpolicen im anhaltenden Niedrigzinsumfeld?,2017,"Möbius, Christian; Doll, Lisa",JournalArticle,,,,,,,,"['Christian Möbius', 'Lisa Doll']"
Christian Möbius,Aktives Portfoliomanagement auf dem US- und Schwellenländermarkt,2017,"Möbius, Christian; Sawatzki, Daniel",JournalArticle,,,,,,,,"['Christian Möbius', 'Daniel Sawatzki']"
Christian Möbius,Wie Anleger die Zinskurve im Umfeld der Niedrigzinsen für sich nutzen können,2017,"Möbius, Christian; Schober, Maik",JournalArticle,,,,,,,,"['Christian Möbius', 'Maik Schober']"
Christian Möbius,Exchange Traded Commodities,2017,"Möbius, Christian; Stelly, Simon",JournalArticle,,,,,,,,"['Christian Möbius', 'Simon Stelly']"
,Industrie 4.0,2017,"Nierling, Linda; Schreiber, Anne",JournalArticle,,,,,,,,"['Linda Nierling', 'Anne Schreiber']"
Philipp Pohl,Wert  des  Kapazitätserweiterungseffekts  für  ertragsschwache  Unternehmen,2017,"Pohl, Philipp",ContributionBookEdited,,,,,,,,['Philipp Pohl']
Philipp Pohl,Unternehmensbewertung mittels Regressionsanalysen,2017,"Pohl, Philipp",JournalArticle,,,,,,,,['Philipp Pohl']
Philipp Pohl,Valuation of a Company using Time Series Analysis,2017,"Pohl, Philipp",JournalArticle,,,DOI: https://doi.org/10.1515/jbvela-2015-0004,,,,,['Philipp Pohl']
Philipp Pohl,Value at Risk Calculation using Time Series Analysis - A Study taking Value Based Management as a Basis,2017,"Pohl, Philipp",JournalArticle,,,,,,,,['Philipp Pohl']
Markus Grün,Knee-ankle-foot orthosis with powered knee for support in the elderly,2017,"Pott, Peter Paul; Wolf, Sebastian I.; Block, Julia; van Drongelen, Stefan; Grün, Markus; Heitzmann, Daniel Ww; Hielscher, Jürgen; Horn, Andreas; Müller, Roman; Rettig, Oliver; Konigorski, Ulrich; Werthschützky, Roland; Schlaak, Helmut Friedrich; Meiß, Thorsten",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/28466759,,,,,"['Peter Paul Pott', 'Sebastian I. Wolf', 'Julia Block', 'Stefan van Drongelen', 'Markus Grün', 'Daniel Ww Heitzmann', 'Jürgen Hielscher', 'Andreas Horn', 'Roman Müller', 'Oliver Rettig', 'Ulrich Konigorski', 'Roland Werthschützky', 'Helmut Friedrich Schlaak', 'Thorsten Meiß']"
,Der Verbotsirrtum im Export,2017,"Schindler, Darius Oliver",JournalArticle,,,,,,,,['Darius Oliver Schindler']
,„DHBW: 40 years of experience in dual studies and a digital perspective“,2017,"Schindler, Darius Oliver",Unknown,,,,,,,,['Darius Oliver Schindler']
Dietmar Schorr,Basiswissen Verschleiß und Verschleißschutz,2017,"Schorr, Dietmar",Book,WOTech Verlag,,,,,,,['Dietmar Schorr']
,Biographische Identitätsarbeit beim Übergang vom Beruf in die Hochschule,2017,"Schreiber, Anne",Book,Peter Lang,,DOI: https://doi.org/10.3726/b11090,,,,,['Anne Schreiber']
Marcus Strand,I Believe I Can Fly—Gesture-Driven Quadrotor Control Based on a Fuzzy Control System,2017,"Spohn, Leon; Bergen, Marcus; Benz, Nicolai; Vonscheidt, Denis; Haubner, Hans-Jörg; Strand, Marcus",ContributionBookEdited,,,DOI: https://doi.org/10.1007/978-3-319-48036-7_13,,,,,"['Leon Spohn', 'Marcus Bergen', 'Nicolai Benz', 'Denis Vonscheidt', 'Hans-Jörg Haubner', 'Marcus Strand']"
,Learning with Impact – ein Ansatz für problem- und projektorientierte Praktika im Studium,2017,"Üpping, Johannes; Schäffer, Dennis",ContributionBookEdited,,,,,,,,"['Johannes Üpping', 'Dennis Schäffer']"
,Vielfältige Online-Angebote zum MINT-Studium: Verbundprojekt optes geht in die zweite Runde und wird optes+,2016,"Adler, Frederic; Schreiber, Anne; Schmidt, Christian",UnpublishedWork,,,,,,,,"['Frederic Adler', 'Anne Schreiber', 'Christian Schmidt']"
,Corpus for Children’s Writing with Enhanced Output for Specific SpellingPatterns (2nd and 3rd Grade),2016,"Berkling, Kay",ContributionConferenceProceedings,,,,,,,,['Kay Berkling']
,Gamification Behind the Scenes - Designing a Software Engineering  Course,2016,"Berkling, Kay",ContributionConferenceProceedings,,,,,,,,['Kay Berkling']
,"Gamification Behind the Scenes - Designing a Software Engineering  Course  2015, Lisbon, Portugal, May 23-25, 2015, Revised Selected Papers",2016,"Berkling, Kay",ContributionConferenceProceedings,,,,,,,,['Kay Berkling']
,Item Presentation in Primers - An Analysis Based on Acquisition Research,2016,"Berkling, Kay",ContributionConferenceProceedings,,,,,,,,['Kay Berkling']
,GamES MOOC: Conceptual Ideas and First Steps Towards Implementation of a MOOC for Children,2016,"Berkling, Kay; El-Husseny, Abdullrahman; Latt, Denis; Petrov, Christian; Waigand, Andreas; Walther, Jochen",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Abdullrahman El-Husseny', 'Denis Latt', 'Christian Petrov', 'Andreas Waigand', 'Jochen Walther']"
,Progression in Materials for Learning to Read and Write - a Cross-Language and Cross-Century Comparison of Readers,2016,"Berkling, Kay; Reichel, Uwe",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Uwe Reichel']"
,"Wortstruktur, Orthographie und Didaktik:Die Relevanz der Vokallänge",2016,"Berkling, Kay; Reichel, Uwe",ContributionBookEdited,,,,,,,,"['Kay Berkling', 'Uwe Reichel']"
Tanja Marschall,Physician Assistant - ein neues Berufsbild etabliert sich,2016,"Blum, Karl; Marschall, Tanja; Hoffmann, Marcus",JournalArticle,,,,,,,,"['Karl Blum', 'Tanja Marschall', 'Marcus Hoffmann']"
Thomas Haalboom,Exploring the secrets of nest boxes: Opportunities and limits of video surveillance of nest cavities,2016,"Bosch, Stefan; Haalboom, Thomas; Lurz, Peter W.",JournalArticle,,,,,,,,"['Stefan Bosch', 'Thomas Haalboom', 'Peter W. Lurz']"
Thomas Haalboom,Wärmeemissionen von Nistkastenkameras beeinflussen das Mikroklima des Nistkastens und das Verhalten übernachtender Vögel,2016,"Bosch, Stefan; Haalboom, Thomas; Lurz, Peter W.",JournalArticle,,,,,,,,"['Stefan Bosch', 'Thomas Haalboom', 'Peter W. Lurz']"
,Formatives eAssessment in Online-Brückenkursen,2016,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionConferenceProceedings,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Optimierung von (E-)Brückenkursen Mathematik: Beispiele von drei Hochschulen,2016,"Derr, Katja; Jeremias, Xenia Valeska; Schäfer, Michael",ContributionConferenceProceedings,,,DOI: https://doi.org/10.1007/978-3-658-10261-6/textunderscore,,,,,"['Katja Derr', 'Xenia Valeska Jeremias', 'Michael Schäfer']"
,"Studienvorbereitung Mathematik DHBW Mannheim, Fakultät Technik",2016,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",UnpublishedWork,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,"Studienvorbereitung Mathematik DHBW Mannheim, Fakultät Technik: TP 3 Formatives eAssessment",2016,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",UnpublishedWork,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Formatives eAssessment in Online-Brückenkursen: Potentiale und Grenzen und die Rolle des Feedback,2016,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Optimierung von (E-)Brückenkursen Mathematik: Beispiele von drei Hochschulen,2016,"Derr, Katja; Jeremias, Xenia Valeska; Schäfer, Michael",ContributionBookEdited,,,DOI: https://doi.org/10.1007/978-3-658-10261-6_8,,,,,"['Katja Derr', 'Xenia Valeska Jeremias', 'Michael Schäfer']"
,"Zusammenhang zwischen (Mathematik-) Vorkenntnissen, Vorkursteilnahme und Studienerfolg in den Ingenieurwissenschaften: Ergebnisse aus vier Jahren Evaluation",2016,"Derr, Katja; Podgayetskaya, Tatyana",Unknown,,,,,,,,"['Katja Derr', 'Tatyana Podgayetskaya']"
Ulf-Daniel Ehlers,Towards a theory for quality in education – An attempt on a fundamental concept,2016,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualitätsbrief der Dualen Hochschule Baden-Württemberg 2014/2015,,"Ehlers, Ulf-Daniel",Unknown,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Unterwegs - Die ganze Welt der Offenheit - ein (Welt-)Reisebericht,2016,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Monitoring Progress on Open Education in Germany,2016,"Ehlers, Ulf-Daniel",ContributionConferenceProceedings,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Open Educational Resources in Germany,2016,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Ulf-Daniel Ehlers,Qualitätskultur an der Hochschule,2016,"Ehlers, Ulf-Daniel",ContributionBookEdited,,,,,,,,['Ulf-Daniel Ehlers']
Christian Möbius,Investition und Finanzierung,2016,"Ermschel, Ulrich; Möbius, Christian; Wengert, Holger Michael",Book,Springer Gabler,,DOI: http://dx.doi.org/10.1007/978-3-662-49009-9,,,,,"['Ulrich Ermschel', 'Christian Möbius', 'Holger Michael Wengert']"
Roland Küstermann,Qualitätssicherung in der Hochschullehre mit dem Inverted-Classroom-Ansatz. Selbst-Assessment als formatives Prüfungsverfahren und Evaluationsinstrument am Beispiel des Projekts MoQiK (Modul- und kursübergreifende Qualitätssicherung im Kerncurriculum),2016,"Fuchs, Irina; Lösch, Manuel; Mauser, Ingo; Küstermann, Roland; Ratz, Dietmar",ContributionBookEdited,,,,,,,,"['Irina Fuchs', 'Manuel Lösch', 'Ingo Mauser', 'Roland Küstermann', 'Dietmar Ratz']"
,Studentisches eMentoring an der Hochschule Ostwestfalen-Lippe - Mediengestützte Betreuung und Vermittlung überfachlicher Fähigkeiten in der Studieneingangsphase,2016,"Halm, Linda; Heubach, Melike; Mersch, André; Samoila, Oliver; Wrenger, Burkhard",ContributionBookEdited,,,,,,,,"['Linda Halm', 'Melike Heubach', 'André Mersch', 'Oliver Samoila', 'Burkhard Wrenger']"
Torsten Harms,Kunden können Werbung oft nicht entschlüsseln,2016,"Harms, Torsten; Rasimus, Jan Michael",JournalArticle,,,,,,,,"['Torsten Harms', 'Jan Michael Rasimus']"
Torsten Harms,Die Digitalisierung lässt sich nicht aufhalten – über die digitale Zukunft der Versicherungsberatung,2016,"Harms, Torsten; Schweers",JournalArticle,,,,,,,,"['Torsten Harms', ' Schweers']"
Roland Küstermann,Anreizstrukturen in der E-Learning-Strategie der DHBW. Das Projekt MoQiK- Inverted Classroom in der Wirtschaftsinformatik.,2016,"Hüther, Judith; Küstermann, Roland; Ratz, Dietmar; Ehlers, Ulf-Daniel; Classen, Alexander",ContributionBookEdited,,,,,,,,"['Judith Hüther', 'Roland Küstermann', 'Dietmar Ratz', 'Ulf-Daniel Ehlers', 'Alexander Classen']"
Roland Küstermann,Abschlussbericht für das Verbundprojekt optes - Optimierung der Selbststudiumsphase,2016,"Küstermann, Roland",UnpublishedWork,,,,,,,,['Roland Küstermann']
Andrew Lee,Das Salz in der Schokolade,2016,"Lee, Andrew",JournalArticle,,,,,,,,['Andrew Lee']
,Personalizing Game Selection for Mobile Learning: With a View Towards Creating an Off-line Learning Environment for Children,2016,"Metawaa, Mohamed; Berkling, Kay",ContributionConferenceProceedings,,,,,,,,"['Mohamed Metawaa', 'Kay Berkling']"
Christian Möbius,Risikomanagement in Versicherungsunternehmen,2016,"Möbius, Christian; Pallenberg, Catherine",Book,Springer Gabler,,DOI: http://dx.doi.org/10.1007/978-3-662-47917-9,,,,,"['Christian Möbius', 'Catherine Pallenberg']"
Christian Möbius,Eine historische Performanceanalyse der Indexpolice am Beispiel des EURO STOXX 50,2016,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Christian Möbius,Lassen sich mittels OTM-Optionen langfristig erfolgreiche Kapitalmarktstrategien ableiten?,2016,"Möbius, Christian; Becker, Michael",JournalArticle,,,,,,,,"['Christian Möbius', 'Michael Becker']"
Christian Möbius,Disruptive Innovationen in der Versicherungswirtschaft,2016,"Möbius, Christian; Sawatzki, Daniel",JournalArticle,,,,,,,,"['Christian Möbius', 'Daniel Sawatzki']"
,Innovativ Prüfen – elektronische Klausuren an der Hochschule Ostwestfalen-Lippe,2016,"Osterhagen, Tanja; Gotzeina, Uwe",ContributionBookEdited,,,,,,,,"['Tanja Osterhagen', 'Uwe Gotzeina']"
,eMentoring an der Hochschule Ostwestfalen-Lippe,2016,"Osterhagen, Tanja; Mersch, André",JournalArticle,,,,,,,,"['Tanja Osterhagen', 'André Mersch']"
Oliver Rettig,Fortschritte bei der Suche nach Gangbild-Zwillingen,2016,"Rettig, Oliver",ContributionConferenceProceedings,,,,,,,,['Oliver Rettig']
,"Kompetenzerhebungen in ILIAS: Konzept, Umsetzung und Verwertung",2016,"Samoila, Oliver",Unknown,,,,,,,,['Oliver Samoila']
,Synthese des Kompetenzbegriffs in optes,,"Samoila, Oliver; Büchter, Karin; Koch, Karola; Hartung, Marion",Unknown,,,,,,,,"['Oliver Samoila', 'Karin Büchter', 'Karola Koch', 'Marion Hartung']"
,Synthese des Kompetenzbegriffs in optes: Version 1.6,,"Samoila, Oliver; Büchter, Karin; Koch, Karola; Hartung, Marion",Unknown,,,,,,,,"['Oliver Samoila', 'Karin Büchter', 'Karola Koch', 'Marion Hartung']"
,Das ePortfolio und flankierende Maßnahmen des Verbundprojektes optes zur Unterstützung INT-Studierender in mathematischen Grundlagenveranstaltungen,2016,"Samoila, Oliver; Heubach, Melike; Mersch, André; Wrenger, Burkhard",ContributionBookEdited,,,,,,,,"['Oliver Samoila', 'Melike Heubach', 'André Mersch', 'Burkhard Wrenger']"
,Automation of mathematics examinations,2016,"Sangwin, Christopher J.; Köcher, Nadine",JournalArticle,,,DOI: https://www.optes.de/ilias.php?ref_id=117&page=Veröffentlichungen&wpg_id=158&cmd=downloadFile&cmdClass=ilwikipagegui&cmdNode=sa:sk:sp&baseClass=ilwikihandlergui&file_id=il__file_17702,,,,,"['Christopher J. Sangwin', 'Nadine Köcher']"
,Lernmanagement-Systeme mit Konzept einsetzen – Lehrende und Studierende beim Online-Lernen begleiten,,"Schäffer, Dennis; Osterhagen, Tanja",Unknown,,,,,,,,"['Dennis Schäffer', 'Tanja Osterhagen']"
,Studierende begleiten Professor*innen - Ausbildungskonzept für studentische E-Learning-Berater*innen,2016,"Schäffer, Dennis",ContributionBookEdited,,,,,,,,['Dennis Schäffer']
Oliver Rettig,Patient-specific bone geometry and segment inertia from MRI images for model-based analysis of pathological gait,2016,"Sreenivasa, Manish; Chamorro, Carlos Javier Gonzalez; Gonzalez-Alvarado, Daniel; Rettig, Oliver; Wolf, Sebastian I.",JournalArticle,,,DOI: https://doi.org/10.1016/j.jbiomech.2016.05.001,,,,,"['Manish Sreenivasa', 'Carlos Javier Gonzalez Chamorro', 'Daniel Gonzalez-Alvarado', 'Oliver Rettig', 'Sebastian I. Wolf']"
,"Connecting Peer Reviews with Students’ Motivation - Onboarding, Motivation and Blended Learning",2015,"Berkling, Kay",ContributionConferenceProceedings,,,,,,,,['Kay Berkling']
,"Language Teaching, Learning and Technology",2015,,ConferenceProceedings,International Speech Communication Association (ISCA),,,,,,,['']
,Change Management: Overcoming the Challenges of Introducing Self-Driven Learning,2015,"Berkling, Kay; Zundel, Armin",JournalArticle,,,,,,,,"['Kay Berkling', 'Armin Zundel']"
,WISE: A Web-Interface for Spelling Error Recognition Description and Evaluation of the Algorithm for German,2015,"Berkling, Kay; Lavalley, Rémi",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Rémi Lavalley']"
,Systematic Acquisition of Reading and Writing: An Exploration of Structure in Didactic Elementary Texts for German,2015,"Berkling, Kay; Lavalley, Rémi; Reichel, Uwe",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Rémi Lavalley', 'Uwe Reichel']"
,"Phontasia - a game for training German orthography  Communication Association, Dresden, Germany, September 6-10, 2015",2015,"Berkling, Kay; Pflaumer, Nadine; Coyplove, Alexei",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Nadine Pflaumer', 'Alexei Coyplove']"
,"German phonics game using speech synthesis - a longitudinal study  about the effect on orthography skills  Education, SLaTE 2015, Leipzig, Germany, September 4-5, 2015",2015,"Berkling, Kay; Pflaumer, Nadine; Lavalley, Rémi",ContributionConferenceProceedings,,,,,,,,"['Kay Berkling', 'Nadine Pflaumer', 'Rémi Lavalley']"
Thomas Haalboom,Mechatronics meets biology: experiences and first results with a multipurpose small mammal monitoring unit used in red squirrel habitats,2015,"Bosch, Stefan; Spiesslb, Matthias; Muller, Michael; Lurz, Peter W.; Haalboom, Thomas",JournalArticle,,,DOI: http://www.italian-journal-of-mammalogy.it/article/view/11475/pdf,,,,,"['Stefan Bosch', 'Matthias Spiesslb', 'Michael Muller', 'Peter W. Lurz', 'Thomas Haalboom']"
,STACK – ein neuer Fragetyp in der Mathematik,2015,"Daniel, Manfred; Wingerter, Bernd",ContributionConferenceProceedings,,,,,,,,"['Manfred Daniel', 'Bernd Wingerter']"
,Betreuungsangebote in einem Online Vorkurs Mathematik,2015,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionConferenceProceedings,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Betreuungskonzepte für Online-Vorkurse in Mathematik,2015,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionConferenceProceedings,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Betreuungskonzepte für Online-Vorkurse in Mathematik: Fachliche und überfachliche Aspekte,2015,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionConferenceProceedings,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Using Test Data for Successive Refinement of an Online Pre-Course in Mathematics,2015,"Derr, Katja; Hübl, Reinhold; Ahmed, Mohammed Zaki",ContributionConferenceProceedings,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Mohammed Zaki Ahmed']"
,Betreuungsangebote in einem Online Vorkurs Mathematik: Modularisierung als Antwort auf heterogene Studierendenschaft?,2015,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Formative Evaluation und Datenanalysen als Basis zur schrittweisen Optimierung eines Online-Vorkurses Mathematik,2015,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Zwischen Drill&Practice und Problemlösen: Gestaltung von Online-Aufgaben im Bereich Studienvorbereitung für technische Studiengänge,2015,"Derr, Katja; Hübl, Reinhold; Podgayetskaya, Tatyana",ContributionBookEdited,,,,,,,,"['Katja Derr', 'Reinhold Hübl', 'Tatyana Podgayetskaya']"
,Zwischen Drill&Practice und Problemlösen: Gestaltung von Online-Aufgaben im Bereich Studienvorbereitung für technische Studiengänge,2015,"Derr, Katja; Podgayetskaya, Tatyana",Unknown,,,,,,,,"['Katja Derr', 'Tatyana Podgayetskaya']"
Ulf-Daniel Ehlers,Qualitätsbericht der DHBW,2015,"Ehlers, Ulf-Daniel; Leisener, Friederike; Scheibach, Jana",JournalArticle,,,,,,,,"['Ulf-Daniel Ehlers', 'Friederike Leisener', 'Jana Scheibach']"
Ulf-Daniel Ehlers,Digitale Lernwelten in der Hochschule,2015,"Ehlers, Ulf-Daniel",JournalArticle,,,,,,,,['Ulf-Daniel Ehlers']
,AiKomPass – Ein Instrument zur Sichtbarmachung und Dokumentation von informellen Kompetenzen,2015,"Fischer, Martin; Huber, Kerstin; Sandal, Cüneyt; Schreiber, Anne",ContributionBookEdited,,,,,,,,"['Martin Fischer', 'Kerstin Huber', 'Cüneyt Sandal', 'Anne Schreiber']"
,"„My Way! Finde deinen Weg“ - ein Brettspiel für die erweiterte Berufsorientierung an Realschulen, Werkrealschulen und beruflichen Schulen",2015,"Fischer, Martin; Follner, Magdalene; Kramer, Kirsten; Schreiber, Anne",JournalArticle,,,,,,,,"['Martin Fischer', 'Magdalene Follner', 'Kirsten Kramer', 'Anne Schreiber']"
Oliver Rettig,Proposition of a protocol to evaluate upper-extremity functional deficits and compensation mechanisms: application to elbow contracture,2015,"Fradet, Laetitia; Liefhold, Beate; Rettig, Oliver; Bruckner, Thomas; Akbar, Michael; Wolf, Sebastian I.",JournalArticle,,,DOI: http://www.ncbi.nlm.nih.gov/pubmed/25595687,,,,,"['Laetitia Fradet', 'Beate Liefhold', 'Oliver Rettig', 'Thomas Bruckner', 'Michael Akbar', 'Sebastian I. Wolf']"
Torsten Harms,Dimensionen der Servicekultur,2015,"Harms, Torsten",JournalArticle,,,,,,,,['Torsten Harms']
Andreas Weber,The L^p spectrum and heat dynamics of locally symmetric spaces of higher rank,2015,"Ji, Lizhen; Weber, Andreas",JournalArticle,,,,,,,,"['Lizhen Ji', 'Andreas Weber']"
,Die Öffnung der Hochschulen für Studierende mit beruflicher Qualifikation,2015,"Jungmann, Walter; Schreiber, Anne",ContributionBookEdited,,,,,,,,"['Walter Jungmann', 'Anne Schreiber']"
,Spezifikation: Kompetenzen in ILIAS,2015,"Koch, Karola; Samoila, Oliver",UnpublishedWork,,,,,,,,"['Karola Koch', 'Oliver Samoila']"
,Spezifikation: Kompetenzen in ILIAS,2015,"Koch, Karola; Samoila, Oliver",UnpublishedWork,,,,,,,,"['Karola Koch', 'Oliver Samoila']"
Roland Küstermann,Verbund: optes – Optimierung der Selbststudiumsphase,2015,"Küstermann, Roland",ContributionBookEdited,,,,,,,,['Roland Küstermann']
Roland Küstermann,Drehbuch für die Nutzung von optes durch einen Studienanwärter,2015,"Küstermann, Roland; Samoila, Oliver; Bird, Anja; Derr, Katja; Köcher, Nadine; Heubach, Melike; Schäffer, Dennis",UnpublishedWork,,,DOI: http://www.optes.de/goto.php?target=file_4462_download&client_id=optes,,,,,"['Roland Küstermann', 'Oliver Samoila', 'Anja Bird', 'Katja Derr', 'Nadine Köcher', 'Melike Heubach', 'Dennis Schäffer']"
,Preparing children’s wirting database for automated processing,2015,"Lavalley, Rémi; Berkling, Kay; Stüker, Sebastian",ContributionConferenceProceedings,,,,,,,,"['Rémi Lavalley', 'Kay Berkling', 'Sebastian Stüker']"
Andrew Lee,Globale Gier - wie fair ist der Handel?,2015,"Lee, Andrew",Unknown,,,,,,,,['Andrew Lee']
,"A Semi-Automatic Word-Level Annotation and Transcription Tool for Spelling Error Categories Conference, HCI International 2015, Los Angeles, CA, USA, August 2-7, 2015. Proceedings, Part I",2015,"Linhuber, Ludwig; Stüker, Sebastian; Lavalley, Rémi; Berkling, Kay",ContributionConferenceProceedings,,,DOI: https://doi.org/10.1007/978-3-319-21380-4/textunderscore,,,,,"['Ludwig Linhuber', 'Sebastian Stüker', 'Rémi Lavalley', 'Kay Berkling']"
Oliver Rettig,Can reverse shoulder arthroplasty in post-traumatic revision surgery restore the ability to perform activities of daily living?,2015,"Maier, Michael W.; Zeifang, Felix; Caspers, M.; Dreher, Thomas; Klotz, Matthias C.; Rettig, Oliver; Wolf, Sebastian I.; Kasten, Philip",JournalArticle,,,DOI: https://doi.org/10.1016/j.otsr.2014.12.007,,,,,"['Michael W. Maier', 'Felix Zeifang', 'M. Caspers', 'Thomas Dreher', 'Matthias C. Klotz', 'Oliver Rettig', 'Sebastian I. Wolf', 'Philip Kasten']"
Christian Möbius,Strukturierte Finanzprodukte als Produktinnovation der Lebensversicherer am Beispiel der Indexpolice,2015,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Christian Möbius,Outperformer mit Renditedeckel. Bei Indexpolicen werden negative Jahresergebnisse durch festgelegte Beteiligungsgrenzen abgefedert,2015,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Christian Möbius,Überlegene Performance durch Haken und Ösen. Auf lange Sicht waren Indexpolicen dem Investment in den reinen Index überlegen,2015,"Möbius, Christian",JournalArticle,,,,,,,,['Christian Möbius']
Christian Möbius,Gibt es einen Markt für Cyber-Policen für Privatpersonen?,2015,"Möbius, Christian; Feil, Philip",JournalArticle,,,,,,,,"['Christian Möbius', 'Philip Feil']"
Christian Möbius,Value Investing.,2015,"Möbius, Christian; Gerlich, Carolin",JournalArticle,,,,,,,,"['Christian Möbius', 'Carolin Gerlich']"
Christian Möbius,Value Investing.,2015,"Möbius, Christian; Gerlich, Carolin",JournalArticle,,,,,,,,"['Christian Möbius', 'Carolin Gerlich']"
Christian Möbius,Cyber-Policen auf dem Vormarsch: Eine Marktstudie,2015,"Möbius, Christian; Hewig, Patrick",JournalArticle,,,,,,,,"['Christian Möbius', 'Patrick Hewig']"
Christian Möbius,Marktorientierte Cyber-Police für Privatkunden. Erkenntnisse aus einer Online-Umfrage,2015,"Möbius, Christian; Nowak, Gina",JournalArticle,,,,,,,,"['Christian Möbius', 'Gina Nowak']"
Christian Möbius,Behavioral Finance als Instrument für modernes Portfoliomanagement. Eignen sich Sentimentanalysen für erfolgreiche Handelsstrategien?,2015,"Möbius, Christian; Schneider, Felix",JournalArticle,,,,,,,,"['Christian Möbius', 'Felix Schneider']"
Oliver Rettig,The Objective Measurement of Diadochokinesis in Children with Bilateral Spastic Cerebral Palsy,2015,"Niklasch, Mirjam; Mattner, S.; Krautwurst, Britta K..; Maier, Michael W.; Klotz, Michael; Rettig, Oliver; Wolf, Sebastian I.; Dreher, Thomas",JournalArticle,,,DOI: https://doi.org/10.1055/s-0035-1550645,,,,,"['Mirjam Niklasch', 'S. Mattner', 'Britta K.. Krautwurst', 'Michael W. Maier', 'Michael Klotz', 'Oliver Rettig', 'Sebastian I. Wolf', 'Thomas Dreher']"
,ePortfolios in der Lehre,2015,"Osterhagen, Tanja; Schäffer, Dennis",ContributionBookEdited,,,,,,,,"['Tanja Osterhagen', 'Dennis Schäffer']"
,Betreutes E-Learning 2014,2015,"Podgayetskaya, Tatyana",UnpublishedWork,,,,,,,,['Tatyana Podgayetskaya']
,"Betreutes E-Learning 2014: Bericht zum E-Kurs im Rahmen des Projekts optes, Standort DHBW-Mannheim, im September 2014",2015,"Podgayetskaya, Tatyana",UnpublishedWork,,,,,,,,['Tatyana Podgayetskaya']
Oliver Rettig,Gaitmatcher - Search for gait kinematics twins (Vortrag),2015,"Rettig, Oliver",ContributionConferenceProceedings,,,,,,,,['Oliver Rettig']
Oliver Rettig,Gaitmatcher – Suche nach Gangbild-Zwillingen (Vortrag),2015,"Rettig, Oliver",ContributionBookEdited,,,,,,,,['Oliver Rettig']
