AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,UPDATED
Alexander Witt,Microsolvation–Induced Quantum Localization in Protonated Methane,2013.0,"['A Witt', ' SD Ivanov', ' D Marx']",, Physical Review Letters,,,17.0,2022-03-02
Alexander Witt,"A second chance—reoperation in patients with failed surgery for intractable epilepsy: long-term outcome, neuropsychology and complications",2016.0,"['A Grote', ' JA Witt', ' R Surges', ' M von Lehe…']",, Journal of Neurology …,,,51.0,2022-03-02
Alexander Witt,Cognition in epilepsy: current clinical issues of interest,2017.0,"['JA Witt', ' C Helmstaedter']",, Current opinion in neurology,,,51.0,2022-03-02
Alexander Witt,"[HTML][HTML] Cooperative reduction by Ln 2+ and Cp*− ions: synthesis and properties of Sm, Eu, and Yb complexes with 3, 6-di-tert-butyl-o-benzoquinone",2016.0,"['NA Pushkarevsky', ' MA Ogienko', ' AI Smolentsev…']",, Dalton …,,,15.0,2022-03-02
Bärbel Amerein,[BOOK][B] Selbstkompetenzen bei Jugendlichen fördern: Das SMS-Trainingshandbuch zur Verbesserung der beruflichen Integration von Haupt-und Realschülern,2011.0,"['E Monigl', ' B Amerein', ' C Stahl']",,Wagner,,,7.0,2022-03-02
Bärbel Amerein,14. Schule als Lebensraum,2013.0,"['B Elsner', ' B Amerein', ' D Kasüschke']",, … vom bis zu …,,,,2022-03-02
Gerald Schenk,Determinants of bank lending performance in Germany,2000.0,"['R Ewert', ' G Schenk', ' A Szczesny']",, Schmalenbach Business Review,,,104.0,2022-03-02
Gerald Schenk,Determinants of bank lending performance,1998.0,"['R Ewert', ' G Schenk ']",,,,,36.0,2022-03-02
Gerald Schenk,Multiple ionization of neon atoms in collisions with bare and dressed ions: A mean-field description considering target response,2015.0,"['G Schenk', ' T Kirchner']",, Physical Review A,,,17.0,2022-03-02
Gerald Schenk,Empirical analysis of credit relationships in small firms financing: Sampling design and descriptive statistics,1998.0,"['R Elsas', ' S Henke', ' A Machauer', ' R Rott', ' G Schenk ']",,,,,34.0,2022-03-02
Gerald Schenk,[BOOK][B] Kostenrechnung klipp & klar,2017.0,"['C Ernst', ' G Schenk', ' P Schuster ']",,,,,18.0,2022-03-02
Gerald Schenk,Role of projectile electrons for target-recoil-charge-state production in intermediate-energy B-Ne collisions,2013.0,"['G Schenk', ' M Horbatsch', ' T Kirchner']",, Physical Review A,,,9.0,2022-03-02
Gerald Schenk,Projectile electron loss in collisions of Ar6+ and Ar8+ ions with He and Ar atoms,2009.0,"['G Schenk', ' T Kirchner']",, Journal of Physics B: Atomic,,,8.0,2022-03-02
Gerald Schenk,Bare-and dressed-ion impact collisions from neon atoms studied within a nonperturbative mean-field approach,2015.0,"['G Schenk', ' T Kirchner']",, Physics Procedia,,,4.0,2022-03-02
Gerald Schenk,[BOOK][B] Kostenrechnung-schnell erfasst,2009.0,"['C Ernst', ' G Schenk ']",,,,,7.0,2022-03-02
Gerald Schenk,[BOOK][B] Übungen zur internen Unternehmensrechnung,1998.0,"['C Ernst', ' C Riegler', ' G Schenk ']",,,,,8.0,2022-03-02
Gerald Schenk,On the role of projectile electrons in an independent electron model description of dressed-ion impact on atoms,2016.0,['G Schenk '],,,,,1.0,2022-03-02
Gerald Schenk,[BOOK][B] Buchführung-schnell erfasst,2017.0,['G Schenk '],,,,,4.0,2022-03-02
Gerald Schenk,Bare-and dressed-ion collisions from neon atoms studied within a nonperturbative mean-field approach,2014.0,"['G Schenk', ' T Kirchner']",, APS Division of Atomic,,,,2022-03-02
Gerald Schenk,An asymptotically corrected two-centre potential for the description of He+-He collisions,2012.0,"['G Schenk', ' T Kirchner', ' HJ Luedde']",, Verhandlungen der Deutschen …,,,,2022-03-02
Gerald Schenk,Quantum mechanical calculations of multiple-electron loss of fast heavy ions in gas targets,2008.0,"['G Schenk', ' T Kirchner', ' V Shevelko']",, Verhandlungen der Deutschen …,,,,2022-03-02
Gerald Schenk,Theoretical analysis of multiple ionization of Ar-ions in gas targets,2009.0,"['G Schenk', ' T Kirchner']",, Journal of Physics: Conference Series,,,,2022-03-02
Gerald Schenk,Mean-field description of B2+-Ne collisions with active target and projectile electrons,2014.0,"['G Schenk', ' T Kirchner', ' M Horbatsch']",, Journal of Physics …,,,,2022-03-02
Gerald Schenk,Der Lohn-und Gehaltsverkehr,2005.0,['G Schenk'],, Buchführung: Schnell erfasst,,,,2022-03-02
Gerald Schenk,Produktionsprogrammplanung und Opportunitätskosten,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Strategische Entscheidungen,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Grenzplankostenrechnung und Verfahrenswahl,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Kontrollrechnungen,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Kontrolle—Auswertungen,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Einleitung und Überblick,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Das System der doppelten Buchführung,2007.0,['G Schenk'],, Buchführung: Schnell erfasst,,,,2022-03-02
Gerald Schenk,Vorbereitende Abschlussbuchungen,2007.0,['G Schenk'],, Buchführung: Schnell erfasst,,,,2022-03-02
Gerald Schenk,Break-Even-Analyse im Ein-und Mehrproduktfall,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Grenzplankostenrechnung und Abweichungsanalysen,1998.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Ausgewählte Aspekte des Zielkostenmanagements (Target Costing),2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Ausgewähltes Planungsproblem der Grenzplankostenrechnung,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Investitionsbudgetierung,1998.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Entscheidungsrechnungen bei Unsicherheit,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Strategische Erweiterungen der Kostenrechnung,2009.0,"['C Ernst', ' G Schenk', ' P Schuster']",,,,,,2022-03-02
Gerald Schenk,Preisuntergrenzen in einem sequentiellen Modell,2007.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Kennzahlen als Performancemaße,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Deterministische und stochastische Break-Even-Analyse im Ein-und Mehrproduktfall,2007.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Einleitung und Überblick,1998.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Investitionscontrolling,2007.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,"Koordination, Budgetierung und Anreize",2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Preisentscheidungen,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Plankostenrechnung,2009.0,"['C Ernst', ' G Schenk', ' P Schuster']",,,,,,2022-03-02
Gerald Schenk,Die Kosten-und Leistungsrechnung als Entscheidungsrechnung,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Programmplanung bei Kuppelproduktion,1998.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Controlling im öffentlichen Sektor,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Der Warenverkehr,2007.0,['G Schenk'],, Buchführung: Schnell erfasst,,,,2022-03-02
Gerald Schenk,Aufbau der Kosten-und Leistungsrechnung am Beispiel der Vollkostenrechnung,2009.0,"['C Ernst', ' G Schenk', ' P Schuster']",,,,,,2022-03-02
Gerald Schenk,Agency-Theorie am Beispiel des LEN-Modells,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Kostenmanagement,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Systeme der Kostenrechnung,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Teilkostenrechnung,2009.0,"['C Ernst', ' G Schenk', ' P Schuster']",,,,,,2022-03-02
Gerald Schenk,Verrechnungspreise und Kostenallokation,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Grundzüge der Prinzipal-Agent Theorie,2014.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Abweichungsanalysen bei mehrstufigen Produktionsprozessen und deren Auswertung mit Hilfe des Modells von Bierman/Fouraker/Jaedicke,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Gerald Schenk,Kontrolle—Methoden,2003.0,"['C Ernst', ' C Riegler', ' G Schenk']",, Übungen zur Internen …,,,,2022-03-02
Wolfgang Weidemann,Photoconvertible fluorescent protein EosFP: biophysical properties and cell biology applications,2006.0,"['GU Nienhaus', ' K Nienhaus', ' A Hölzle…']",, Photochemistry and …,,,150.0,2022-03-02
Wolfgang Weidemann,Effect of testosterone on plaque development and androgen receptor expression in the arterial vessel wall,2001.0,"['H Hanke', ' C Lenz', ' B Hess', ' KD Spindler…']",, Circulation,,,202.0,2022-03-02
Wolfgang Weidemann,Impact of aerobic exercise training on cognitive functions and affect associated to the COMT polymorphism in young adults,2010.0,"['S Stroth', ' RK Reinhardt', ' J Thöne', ' K Hille…']",, Neurobiology of learning …,,,148.0,2022-03-02
Wolfgang Weidemann,Cardiovascular effects of androgens,2002.0,"['W Weidemann', ' H Hanke']",, Cardiovascular drug reviews,,,76.0,2022-03-02
Wolfgang Weidemann,"The macrofauna and macroflora associated withLaminaria digitata andL. hyperborea at the island of Helgoland (German Bight, North Sea)",1990.0,"['K Schultze', ' K Janke', ' A Krüß', ' W Weidemann']",, Helgoländer …,,,115.0,2022-03-02
Wolfgang Weidemann,Response to androgen treatment in a patient with partial androgen insensitivity and a mutation in the deoxyribonucleic acid-binding domain of the androgen receptor,1998.0,"['W Weidemann', ' B Peters', ' G Romalo…']",, The Journal of …,,,66.0,2022-03-02
Wolfgang Weidemann,Cloning and sequence analysis of cDNA for precursor of a crustacean hyperglycemic hormone,1989.0,"['W Weidemann', ' J Gromoll', ' R Keller']",, FEBS letters,,,104.0,2022-03-02
Wolfgang Weidemann,Molecular cloning of crustacean putative molt-inhibiting hormone (MIH) precursor,1993.0,"['JM Klein', ' S Mangerich', ' DPV de Kleijn', ' R Keller…']",, FEBS letters,,,71.0,2022-03-02
Wolfgang Weidemann,Clinical and biochemical investigations and molecular analysis of subjects with mutations in the androgen receptor gene,1996.0,"['W Weidemann', ' B Linck', ' H Haupt…']",, Clinical …,,,53.0,2022-03-02
Wolfgang Weidemann,Structure and localization of mRNA encoding a pigment dispersing hormone (PDH) in the eyestalk of the crayfish Orconectes limosus,1993.0,"['DPV de Kleijn', ' B Linck', ' JM Klein', ' WM Weidemann…']",, FEBS …,,,40.0,2022-03-02
Wolfgang Weidemann,"AR-Q640X, a model to study the effects of constitutively active C-terminally truncated AR variants in prostate cancer cells",2012.0,"['W Streicher', ' F Zengerling', ' M Laschak…']",, World journal of …,,,21.0,2022-03-02
Wolfgang Weidemann,"A cDNA encoding a chitinase from the epithelial cell line of Chironomus tentans (Insecta, Diptera) and its functional expression",2000.0,"['M Feix', ' S Glöggler', ' M Londershausen…']",, Archives of Insect …,,,20.0,2022-03-02
Wolfgang Weidemann,Point mutations of the human parathyroid calcium receptor gene are not responsible for non-suppressible renal hyperparathyroidism,1998.0,"['S Degenhardt', ' A Toell', ' W Weidemann', ' C Dotzenrath…']",, Kidney international,,,26.0,2022-03-02
Wolfgang Weidemann,Molecular cloning of G protein α subunits from the central nervous system of the mollusc Lymnaea stagnalis,1992.0,"['JC Knol', ' W Weidemann', ' RJ Planta…']",, FEBS …,,,21.0,2022-03-02
Wolfgang Weidemann,Complete androgen insensitivity caused by a new frameshift deletion of two base pairs in exon 1 of the human androgen receptor gene,1999.0,"['B Thiele', ' W Weidemann', ' D Schnabel…']",, The Journal of …,,,15.0,2022-03-02
Wolfgang Weidemann,"Decreased expression of IGF-II and its binding protein, IGF-binding protein-2, in genital skin fibroblasts of patients with complete androgen insensitivity syndrome …",2001.0,"['MW Elmlinger', ' I Mayer', ' D Schnabel…']",, The Journal of …,,,10.0,2022-03-02
Wolfgang Weidemann,Zur Deutung der Gittereigenverformungen in plastisch verformtem α‐Eisen,1967.0,"['F Bollenrath', ' V Hauk…']",, Archiv für das …,,,24.0,2022-03-02
Wolfgang Weidemann,Electronic Lateral Control of Vehicles,1988.0,['W Weidemann'],, SAE Transactions,,,5.0,2022-03-02
Wolfgang Weidemann,The exon–intron organization of the prohormone convertase PC2 gene from the insect Lucilia cuprina,1999.0,"['B Mentrup', ' W Weidemann']",, Gene,,,4.0,2022-03-02
Wolfgang Weidemann,Cloning and Sequencing of the Crustacean Hyperglycemic Hormone from Carcinus Maenas,1990.0,"['J Gromoll', ' W Weidemann']",, Frontiers in Crustacean Neurobiology,,,,2022-03-02
Manfred Schlund,[BOOK][B] Arbeits-und organisationspsychologische Interventionen bei der Einführung von Gruppenarbeit in dezentral ausgerichteten Fertigungsinseln,2013.0,['M Schlund '],,,,,16.0,2022-03-02
Manfred Schlund,Corporate Social Responsibility (CSR)—eine Sozialinnovation der Unternehmen für die Gesellschaft?,2007.0,['M Schlund'],, Herausforderungen einer zukunftsorientierten …,,,8.0,2022-03-02
Manfred Schlund,"Technik, Arbeitsorganisation und Qualifikation—Software als Werkzeug und Lerngegenstand",1991.0,"['T Krogoll', ' M Schlund']",, Software für die Arbeit von morgen,,,4.0,2022-03-02
Manfred Schlund,"Anwendungserfahrungen zum Interventionsmodell—eine Fallstudie zur organisationsweiten Einführung von Gruppenarbeit in Vertriebs-, Fertigungs-und …",1995.0,['M Schlund'],, … Interventionen bei der Einführung von Gruppenarbeit …,,,,2022-03-02
Manfred Schlund,SWOT,2013.0,"['C Winkelmann', ' B Aigner', ' E Renner', ' M Schlund']",, physiopraxis,,,,2022-03-02
Manfred Schlund,Fertigungsinseln und Gruppenarbeit als Forschungsgegenstand—aktueller Stand und zukünftige Perspektiven,1995.0,['M Schlund'],, … Interventionen bei der Einführung von Gruppenarbeit …,,,,2022-03-02
Manfred Schlund,Einführung in den Untersuchungsgegenstand,1995.0,['M Schlund'],, … Interventionen bei der Einführung von Gruppenarbeit …,,,,2022-03-02
Manfred Schlund,Entwicklung eines a & o-psychologischen Interventionsmodells für die Einführung von Gruppenarbeit in Fertigungsinseln,1995.0,['M Schlund'],, … Interventionen bei der Einführung von Gruppenarbeit …,,,,2022-03-02
Manfred Schlund,Zusammenfassung und Perspektiven für die weitere Forschung,1995.0,['M Schlund'],, … Interventionen bei der Einführung von Gruppenarbeit …,,,,2022-03-02
Britta Sager,Sinn und Orientierung in der Arbeitswelt 4.0,2019.0,['A Eibl'],,Eibesfeldt,,,,2022-03-02
Andrea Helmer-Denzel,[BOOK][B] Global Play im Ruhrgebiet: Die Erstellung handelsergänzender Dienstleistungen im Einzelhandel am Beispiel eines Urban Entertainment Centers und …,2004.0,['A Helmer'],,,,,14.0,2022-03-02
Andrea Helmer-Denzel,Freizeitverhalten älterer Menschen und potentielle Impulse für die Seniorenwirtschaft,2004.0,"['RG Heinze', ' A Helmer']",,Denzel,,,12.0,2022-03-02
Andrea Helmer-Denzel,Beschäftigungspfade durch den Dienstleistungsdschungel-am Beispiel der Fitnessbranche,2004.0,"['RG Heinze', ' A Helmer']",,,,,11.0,2022-03-02
Andrea Helmer-Denzel,Quartiersarbeit in der Altenhilfe–Die Mühen der Ebene,2016.0,['A Helmer'],,,,,4.0,2022-03-02
Andrea Helmer-Denzel,Auf der Suche nach neuen Märkten,2005.0,"['G Naegele', ' V Gerling', ' A Reichert…']",, … Wandel im Ruhrgebiet …,,,3.0,2022-03-02
Andrea Helmer-Denzel,Intergenerationelle Gemeinschaften jenseits der Familie: Potenziale und Voraussetzungen,2013.0,['A Helmer'],,Denzel,,,1.0,2022-03-02
Andrea Helmer-Denzel,"[HTML][HTML] Benefits, advantages, and challenges of dual degree programs and implications for the development of therapy science programs/Nutzen, Vorteile und …",2021.0,"['C Winkelmann', ' A Helmer']",,Denzel,,,,2022-03-02
Andrea Helmer-Denzel,Neue Pfade in Ausbildungsberufen der Pflegehilfe in Ulm (PfAU),2020.0,"['C Winkelmann', ' A Helmer']",,,,,,2022-03-02
Andrea Helmer-Denzel,Neue Pfade in Ausbildungsberufen der Pflegehilfe in Ulm (PfAU) Evaluationsergebnisse eines Bildungsprojektes aus Sicht der Auszubildenden,2020.0,"['C Winkelmann', ' A Helmer']",,,,,,2022-03-02
Andrea Helmer-Denzel,PfAU: Neue Wege zum Lückenschluss,2019.0,"['C Winkelmann', ' A Helmer']",,,,,,2022-03-02
Georg Reiff,Die oxydation der cellulose mit stickstoffdioxyd 2. mitteilung Über oxydationen Mit No2,1943.0,"['K Maurer', ' G Reiff']",, Journal für Praktische Chemie,,,27.0,2022-03-02
Georg Reiff,History of Restriction of the Use and Display of Foreign Educational Credentials through laws and decrees in Germany from 1939 to 2013 in comparison with …,2014.0,['G Reiff '],,,,,,2022-03-02
Bernd Eisinger,[BOOK][B] Konstruktionsbegleitende Kalkulation: Modell eines effizienten Kosteninformationssystems,2013.0,['B Eisinger '],,,,,15.0,2022-03-02
Bernd Eisinger,[BOOK][B] Analyse der Kostenstrukturen öffentlicher Schulen,2008.0,['B Eisinger '],,,,,7.0,2022-03-02
Bernd Eisinger,Privatschulfinanzierung,2010,"['B Eisinger', 'Bernd Eisinger', 'Peter K. Warndorf', 'PK Warndorf', 'D Randoll', 'Dirk Randoll']",Article, Handbuch Bildungsfinanzierung,,10.1007/978-3-531-92520-2_21,7.0,
Bernd Eisinger,Schülerkosten in Bremen,2004.0,"['B Eisinger', ' PK Warndorf', ' J Feldt']",, … öffentliche Schulen im …,,,6.0,2022-03-02
Bernd Eisinger,[BOOK][B] Bildungsfinanzierung: Studie zu Finanzierungsmodellen für das deutsche Schulsystem,2010.0,"['B Eisinger', ' PK Warndorf', ' J Falterbaum', ' J Feldt ']",,,,,1.0,2022-03-02
Bernd Eisinger,[BOOK][B] Kameralistik und Kostenrechnung im deutschen Schulwesen,2008.0,"['B Eisinger', ' PK Warndorf', ' J Feldt ']",,,,,1.0,2022-03-02
Bernd Eisinger,Komparative Analyse der Schülerkosten der Freien und Hansestadt Hamburg: ein bildungsökonomischer Forschungsbericht zum kameralen Rechnungswesen,2009.0,"['B Eisinger', ' J Feldt', ' PK Warndorf ']",,,,,,2022-03-02
Bernd Eisinger,Anwendungsprobleme der dargelegten Konzeption,1997,"['B Eisinger', 'Bernd Eisinger']",Chapter, Konstruktionsbegleitende Kalkulation,,10.1007/978-3-663-08650-5_5,,
Bernd Eisinger,Zur Problematik der Bereitstellung von Kosteninformationen für die Konstruktion,1997,"['B Eisinger', 'Bernd Eisinger']",Chapter, Konstruktionsbegleitende Kalkulation,,10.1007/978-3-663-08650-5_1,,
Bernd Eisinger,Konstruktionsbegleitende Kalkulation als Teilbereich des betrieblichen Informationssystems,1997,"['B Eisinger', 'Bernd Eisinger']",Chapter, Konstruktionsbegleitende Kalkulation,,10.1007/978-3-663-08650-5_2,,
Bernd Eisinger,Kritische Analyse verschiedener Kalkulationsverfahren für die Entscheidungsfindung in der Konstruktion,1997,"['B Eisinger', 'Bernd Eisinger']",Chapter, Konstruktionsbegleitende Kalkulation,,10.1007/978-3-663-08650-5_3,,
Bernd Eisinger,Zusammenfassende Beurteilung der Konzeption zur konstruktionsbegleitenden Kalkulation,1997,"['B Eisinger', 'Bernd Eisinger']",Chapter, Konstruktionsbegleitende Kalkulation,,10.1007/978-3-663-08650-5_6,,
Bernd Eisinger,Konzeption einer konstruktionsbegleitenden Kalkulation bei Einzelfertigung,1997,"['B Eisinger', 'Bernd Eisinger']",Chapter, Konstruktionsbegleitende Kalkulation,,10.1007/978-3-663-08650-5_4,,
Jürgen Seitz,Apocrine secretion—fact or artifact?,1999.0,"['G Aumüller', ' B Wilhelm', ' J Seitz']",,,,,152.0,2022-03-02
Jürgen Seitz,Mini symposium. New aspects of spermatogenesis. Expression of mitochondrial marker proteins during spermatogenesis,1999.0,"['A Meinhardt', ' B Wilhelm', ' J Seitz']",, Human reproduction update,,,120.0,2022-03-02
Jürgen Seitz,Size dependence of the translocation of inhaled iridium and carbon nanoparticle aggregates from the lung of rats to the blood and secondary target organs,2009.0,"['WG Kreyling', ' M Semmler']",,Behnke,,,377.0,2022-03-02
Jürgen Seitz,Efficient elimination of inhaled nanoparticles from the alveolar region: evidence for interstitial uptake and subsequent reentrainment onto airways epithelium,2007.0,['M Semmler'],,Behnke,,,297.0,2022-03-02
Jürgen Seitz,Hitchhiking of Cu/Zn superoxide dismutase to peroxisomes–evidence for a natural piggyback import mechanism in mammals,2009.0,"['M Islinger', ' KW Li', ' J Seitz', ' A Völkl', ' GH Lüers']",, Traffic,,,130.0,2022-03-02
Jürgen Seitz,Negligible clearance of ultrafine particles retained in healthy and affected human lungs,2006.0,"['P Wiebert', ' A Sanchez']",,Crespo,,,150.0,2022-03-02
Jürgen Seitz,Transglutaminases: purification and actuivity assays,1996.0,"['B Wilhelm', ' A Meinhardt', ' J Seitz']",, Journal of Chromatography B: Biomedical …,,,58.0,2022-03-02
Jürgen Seitz,[HTML][HTML] Purification and characterization of macrophage migration inhibitory factor as a secretory protein from rat epididymis: evidences for alternative release and …,2001.0,"['R Eickhoff', ' B Wilhelm', ' H Renneberg…']",, Molecular …,,,89.0,2022-03-02
Jürgen Seitz,[HTML][HTML] The influence of hydrogen peroxide and histamine on lung permeability and translocation of iridium nanoparticles in the isolated perfused rat lung,2005.0,"['JJ Meiring', ' PJA Borm', ' K Bagate…']",, Particle and …,,,78.0,2022-03-02
Jürgen Seitz,Influence of macrophage migration inhibitory factor (MIF) on the zinc content and redox state of protein-bound sulphydryl groups in rat sperm: indications for a new role …,2004.0,"['R Eickhoff', ' C Baldauf', ' HW Koyro…']",, Molecular human …,,,69.0,2022-03-02
Jürgen Seitz,Immunohistochemistry of prostasomes from human semen,1997.0,"['H Renneberg', ' L Konrad', ' I Dammshäuser', ' J Seitz…']",, The …,,,57.0,2022-03-02
Jürgen Seitz,The capacity of hydrogenotrophic anaerobic bacteria to compete for traces of hydrogen depends on the redox potential of the terminal electron acceptor,1988.0,['R Cord'],,Ruwisch,,,572.0,2022-03-02
Jürgen Seitz,Expression of mitochondrial heat shock protein 60 in distinct cell types and defined stages of rat seminiferous epithelium,1995.0,"['A Meinhardt', ' M Parvinen', ' M Bacher…']",, Biology of …,,,65.0,2022-03-02
Jürgen Seitz,Peroxisomes are present in murine spermatogonia and disappear during the course of spermatogenesis,2006.0,"['GH Lüers', ' S Thiele', ' A Schad', ' A Völkl', ' S Yokota…']",, Histochemistry and cell …,,,45.0,2022-03-02
Jürgen Seitz,Developmental expression of heat shock protein 60 (HSP60) in the rat testis and ovary,1996.0,"['J Paranko', ' J Seitz', ' A Meinhardt']",, Differentiation,,,45.0,2022-03-02
Jürgen Seitz,Localization of fibroblast growth factor 2 (FGF-2) protein and the receptors FGFR 1–4 in normal human seminiferous epithelium,1998.0,"['K Steger', ' F Tetens', ' J Seitz', ' C Grothe…']",, Histochemistry and cell …,,,47.0,2022-03-02
Jürgen Seitz,The major protein of bull seminal plasma: biosynthesis and biological function,1988.0,"['KH Scheit', ' M Kemme', ' G Aumüller', ' J Seitz…']",, Bioscience …,,,46.0,2022-03-02
Jürgen Seitz,Chemolithotrophic growth ofDesulfovibrio desulfuricans with hydrogen coupled to ammonification of nitrate or nitrite,1986.0,"['HJ Seitz', ' H Cypionka']",, Archives of microbiology,,,157.0,2022-03-02
Jürgen Seitz,Binding of a major secretory protein from bull seminal vesicles to bovine spermatozoa,1988.0,"['G Aumüller', ' M Vesper', ' J Seitz', ' M Kemme…']",, Cell and tissue …,,,62.0,2022-03-02
Jürgen Seitz,Perspectives of programmatic advertising,2016.0,"['J Seitz', ' S Zorn']",, Programmatic Advertising,,,16.0,2022-03-02
Jürgen Seitz,Germ cells of male mice express genes for peroxisomal metabolic pathways implicated in the regulation of spermatogenesis and the protection against oxidative …,2011.0,"['S Dastig', ' A Nenicu', ' DM Otte', ' A Zimmer', ' J Seitz…']",, Histochemistry and cell …,,,22.0,2022-03-02
Jürgen Seitz,Simultaneous apocrine and merocrine secretion in the rat coagulating gland,1999.0,"['S Groos', ' B Wilhelm', ' H Renneberg', ' A Riva…']",, Cell and tissue …,,,36.0,2022-03-02
Jürgen Seitz,A generator for the production of radiolabelled ultrafine carbonaceous particles for deposition and clearance studies in the respiratory tract,2006.0,"['W Möller', ' K Felten', ' J Seitz', ' K Sommerer…']",, Journal of aerosol …,,,28.0,2022-03-02
Jürgen Seitz,Ruthenium (I)-catalyzed cyclopropanation reactions with (trimethylsilyl) diazomethane and aryldiazomethanes,2001.0,"['G Maas', ' J Seitz']",, Tetrahedron Letters,,,27.0,2022-03-02
Jürgen Seitz,Cytoplasmic carbonic anhydrase II of rat coagulating gland is secreted via the apocrine export mode,1998.0,"['B Wilhelm', ' C Keppler', ' G Hoffbauer…']",, … of Histochemistry & …,,,41.0,2022-03-02
Jürgen Seitz,Ultrastructure and immunohistochemistry of the lateral prostate in aged rats,1987.0,"['G Aumüller', ' U Enderle‐Schmitt', ' J Seitz…']",, The …,,,35.0,2022-03-02
Jürgen Seitz,Purification and molecular characterization of a secretory transglutaminase from coagulating gland of the rat.,1991.0,"['J Seitz', ' C Keppler', ' S Hüntemann', ' U Rausch…']",, … et Biophysica Acta,,,41.0,2022-03-02
Jürgen Seitz,Corrections in Dose Assessment of 99mTc Radiolabeled Aerosol Particles Targeted to Central Human Airways Using Planar Gamma Camera Imaging,2009.0,"['W Möller', ' K Felten', ' G Meyer', ' P Meyer…']",, Journal of aerosol …,,,19.0,2022-03-02
Jürgen Seitz,Immunohistochemical Study on the Initiation of Acid Phosphatase Secretion in the Human Prostate Cytochemistry and Biochemistry of Acid Phosphatases IV,1983.0,"['G AUMÜLLER', ' J SEITZ', ' W BISCHOF']",, Journal of Andrology,,,29.0,2022-03-02
Jürgen Seitz,Cytochemistry and Biochemistry of Acid Phosphatases VII: Immunohistochemistry of canine prostatic acid phosphatase,1987.0,"['G Aumüller', ' H Vedder', ' U Enderle‐Schmitt…']",, The Prostate,,,16.0,2022-03-02
