employee_name,first_matched_job_title,employee_name_clean,location,year_stored
Katrin Heeskens M. A.,Geschäftsführerin Fachkommission Gesundheit; Leitung wissenschaftliche Weiterbildung Studienzentrum Gesundheitswissenschaften und Management,Katrin Heeskens,stuttgart,2021
Prof. Dr. Birgit Hein,Professorin für Sozialwesen,Birgit Hein,stuttgart,2021
Prof. Dr. Detlef Hellenkamp,Studiengangsleiter BWL-Bank,Detlef Hellenkamp,stuttgart,2021
Prof. Dipl.-Ing. Rüdiger Hellig,Professor in der Fakultät Wirtschaft,Rüdiger Hellig,stuttgart,2021
Ingo Hettler,Wissenschaftlicher Mitarbeiter,Ingo Hettler,stuttgart,2021
Prof. Dr. Erich Heumüller,Professor für Wirtschaftsinformatik,Erich Heumüller,stuttgart,2021
Prof. Dr. Udo Heuser,Studiengangsleiter Wirtschaftsingenieurwesen,Udo Heuser,stuttgart,2021
Prof. Dr.-Ing. Gesine Hilf,Professorin für Wirtschaftsingenieurwesen,Gesine Hilf,stuttgart,2021
Prof.  Dr.-Ing. Joachim Hirschmann,Studiendekan und Studiengangsleiter Wirtschaftsingenieurwesen,Joachim Hirschmann,stuttgart,2021
Prof. Dr. Jan Hladik,Professor für Informatik,Jan Hladik,stuttgart,2021
Prof. Dr. Stefan Höflacher,Professor für Allgemeine und Spezielle BWL in der Fakultät Wirtschaft,Stefan Höflacher,stuttgart,2021
Prof. Dr. Kai Holzweißig,Studiendekan und Studiengangsleiter Wirtschaftsinformatik,Kai Holzweißig,stuttgart,2021
Prof. Dr. Klaus Homann,Studiengangsleiter Wirtschaftsingenieurwesen Facility Management,Klaus Homann,stuttgart,2021
Annabell Huber,Wissenschaftliche Mitarbeiterin,Annabell Huber,stuttgart,2021
Prof. Dr. Stefan Huf,"Professor für Allgemeine BWL, insbesondere Personalmanagement und Mitarbeiterführung",Stefan Huf,stuttgart,2021
Prof. Dr. med. Eva Hungerland,Professorin für Sozialmedizin und Gesundheitswissenschaft,Eva Hungerland,stuttgart,2021
Prof. Dr. Christian Hürter,Professor für Prozessmanagement in KMU,Christian Hürter,stuttgart,2021
Prof. Dr. Michael Iselborn,"Professor für Betriebswirtschaftslehre, insb. Rechnungslegung",Michael Iselborn,stuttgart,2021
Prof. Dr.-Ing. Alexander Jickeli,Studiengangsleiter Wirtschaftsingenieurwesen,Alexander Jickeli,stuttgart,2021
Prof. Dr. Bernd Jöstingmeier,"Professor für Personalwesen, Organisation und Führung im Bereich Wirtschaft",Bernd Jöstingmeier,stuttgart,2021
Prof. Dr. Andreas Kaapke,Studiengangsleiter BWL-Handel und Studiengangsleiter BWL-Digital Commerce Management,Andreas Kaapke,stuttgart,2021
Prof. Dr. Thomas Kessel,Studiengangsleiter Wirtschaftsinformatik,Thomas Kessel,stuttgart,2021
Dipl.-Päd. Ulrike Kienle,Wissenschaftliche Mitarbeiterin im Studienzentrum Gesundheitswissenschaften und Management,Ulrike Kienle,stuttgart,2021
Prof. Dr. Nicole Klein,Studiengangsleiterin BWL-Dienstleistungsmanagement,Nicole Klein,stuttgart,2021
Judit Klein-Wiele M.Ed.,Wissenschaftliche Mitarbeiterin,Judit Klein-Wiele,stuttgart,2021
Felicitas Kley,Wissenschaftliche Mitarbeiterin,Felicitas Kley,stuttgart,2021
Prof. Dr. Dirk Klimkeit,"Professor für Betriebswirtschaftslehre, insbesondere Unternehmensführung, internationales Management und Organisation",Dirk Klimkeit,stuttgart,2021
Dr. Lucie Kluge,Wissenschaftliche Mitarbeiterin,Lucie Kluge,stuttgart,2021
Yannik Knau,Wissenschaftlicher Mitarbeiter,Yannik Knau,stuttgart,2021
Prof. Dr. Jörg Knies,"Professor für Rechnungswesen, Steuern und Wirtschaftsrecht",Jörg Knies,stuttgart,2021
Prof. Dr. Michael Knittel,"Studiendekan, Studiengangsleiter BWL-Handwerk",Michael Knittel,stuttgart,2021
Prof. Dr. Monika Kochanowski,Professorin für Informatik,Monika Kochanowski,stuttgart,2021
Prof. Dr. Sven Köhler,Studiengangsleiter BWL-Handel,Sven Köhler,stuttgart,2021
Prof. Dr. Sabine Korte,Studiengangsleitung BWL-Digital Business Management,Sabine Korte,stuttgart,2021
Prof. Dr.-Ing. Dipl. Inf. Falko Michael Kötter,Professor für Informatik,Falko Michael Kötter,stuttgart,2021
Lisa-Marie Kreß M. A.,Wissenschaftliche Mitarbeiterin Sozialwesen,Lisa-Marie Kreß,stuttgart,2021
Prof. Dr. Alexander Kressner,"Professor für Betriebswirtschaftslehre, insb. Logistik und Supply Chain Management",Alexander Kressner,stuttgart,2021
Amelie Büchler M.A.,Wissenschaftliche Mitarbeiterin,Amelie Büchler,stuttgart,2021
Prof. Dr. Marc Kuhn,"Studiendekan, Studiengangsleiter BWL-Industrie/Dienstleistungsmanagement",Marc Kuhn,stuttgart,2021
Tom Kurdewan M.Sc.,Wissenschaftlicher Mitarbeiter Wirtschaftsingenieurwesen,Tom Kurdewan,stuttgart,2021
Prof. Dr.-Ing. Hans-Peter Lang,"Studiengangsleiter Maschinenbau - Fahrzeug-System-Engineering, 1. Studienjahr",Hans-Peter Lang,stuttgart,2021
Prof. Dr. Martin Lang,"Professor für BWL, insbesondere Gesundheitsmanagement",Martin Lang,stuttgart,2021
Prof. Dr. Bernhard Lorch,"Professor für Rechnungswesen, Steuern und Wirtschaftsrecht",Bernhard Lorch,stuttgart,2021
Prof. Dr. Monika Mages-Maurer,"Professorin für Betriebswirtschaftslehre, insbes. Finance, Accounting & Controlling",Monika Mages-Maurer,stuttgart,2021
Prof. Dr. StB. Torsten Maurer,Studiengangsleiter RSW-Steuern und Prüfungswesen,Torsten Maurer,stuttgart,2021
Julia Lucia Mayer,Wissenschaftliche Mitarbeiterin,Julia Lucia Mayer,stuttgart,2021
Prof. Dr. Wolfgang Merk,Studiengangsleiter,Wolfgang Merk,stuttgart,2021
Prof. Dr. StB. Gerald Merkl,Studiengangsleiter RSW-Steuern und Prüfungswesen,Gerald Merkl,stuttgart,2021
Prof. Dr. Thomas Meyer,"Leiter des Studiengangs Kinder- und Jugendarbeit I, Professor für Praxisforschung in der Sozialen Arbeit",Thomas Meyer,stuttgart,2021
Prof. Dr. Marcin Mikusz,"Studiengangsleiter BWL, insbesondere Digital Business Management",Marcin Mikusz,stuttgart,2021
Prof. Dr. Andreas Mitschele,Professor,Andreas Mitschele,stuttgart,2021
Prof. Dr. rer. pol. Matthias Mohr,Professor für Controlling und Kosten- /Leistungsrechnung,Matthias Mohr,stuttgart,2021
Prof. Dr.-Ing. Johannes Moosheimer,Studiengangsleiter Mechatronik,Johannes Moosheimer,stuttgart,2021
Prof. Dr. Michael Nagel,Studiengangsleiter BWL-International Business,Michael Nagel,stuttgart,2021
Prof. Dr.-Ing. Rachid Nejma,Professor für Maschinenbau,Rachid Nejma,stuttgart,2021
Prof. Dipl.-Math. Burkard Neumayer,Professor an der DHBW,Burkard Neumayer,stuttgart,2021
Meike Nicolaus M.A.,Wissenschaftliche Mitarbeiterin MBM Marketing,Meike Nicolaus,stuttgart,2021
Prof. Dr. Wolfgang Nießen,Studiengangsleiter Mechatronik,Wolfgang Nießen,stuttgart,2021
Prof. Dr. Doris Nitsche-Ruhland,Studiengangsleiterin Informatik,Doris Nitsche-Ruhland,stuttgart,2021
Prof. Dr. Stefan Nöst,"Professor für Angewandte Gesundheitswissenschaften für Pflege, insbes. Pflege- und Gesundheitsforschung und Evidenzbasierte Praxis",Stefan Nöst,stuttgart,2021
Prof. Dr. Ralf Oppermann,Studiengangsleiter BWL-Handel und Studiengangsleiter BWL-Digital Commerce Management,Ralf Oppermann,stuttgart,2021
Prof. Dr. Jan Ostarhild,Professor im Studiengang Versicherung,Jan Ostarhild,stuttgart,2021
Prof. Dr. Rainer Patjens,"Leiter des Studiengangs Kinder und Jugendarbeit II, Professor für das Lehrgebiet Recht der Sozialen Arbeit",Rainer Patjens,stuttgart,2021
Prof. Dr.-Ing. Szabolcs Péteri,Professor für Maschinenbau,Szabolcs Péteri,stuttgart,2021
Prof. Dr. Nikolai Preiß,Studiengangsleiter Wirtschaftsinformatik,Nikolai Preiß,stuttgart,2021
Jacqueline Privenau B. Eng.,"Wissenschaftliche Mitarbeiterin im Projekt ""Digitalisation of Service Processes in Facility Managmement (FM goes Digi)""",Jacqueline Privenau,stuttgart,2021
Sebastian Rahn,Wissenschaftlicher Mitarbeiter,Sebastian Rahn,stuttgart,2021
Prof. Dr.-Ing. Bernd Rall,Studiengangsleiter BWL-Industrie,Bernd Rall,stuttgart,2021
Prof. Dr. Matthias Rapp,"Studiengangsleiter Rechnungswesen, Steuern und Wirtschaftsrecht",Matthias Rapp,stuttgart,2021
Daniel Rayment-Briggs,"Wissenschaftlicher Mitarbeiter im Drittmittelprojekt ""LEBEN""",Daniel Rayment-Briggs,stuttgart,2021
Prof. Dr. Matthias Rehme,Studiengangsleiter BWL-Digital Business Management,Matthias Rehme,stuttgart,2021
Prof. Dr. Dirk Reichardt,Studiengangsleiter Informatik,Dirk Reichardt,stuttgart,2021
Prof. Dr. rer. nat. Sebastian Richter,Professor für Wirtschaftsinformatik,Sebastian Richter,stuttgart,2021
Amelie Büchler M.A.,Wissenschaftliche Mitarbeiterin,Amelie Büchler,stuttgart,2021
Prof. Dr. Kathrin Ripper,"Studiengangsleiterin Studienrichtung Soziale Arbeit im Gesundheitswesen, Professorin für Psychologie der Sozialen Arbeit",Kathrin Ripper,stuttgart,2021
Prof. Stefan Fünfgeld,"Prodekan Fakultät Wirtschaft und Studiengangsleiter BWL-DLM-Non-Profit-Organisationen, Verbände und Stiftungen, BWL-DLM-Sportmanagement",Stefan Fünfgeld,stuttgart,2021
Prof. Dr. Manfred Sander,Studiengangsleiter Wirtschaftsinformatik,Manfred Sander,stuttgart,2021
Prof. Dr. Christian Schaller,Studiengangsleiter BWL-International Business,Christian Schaller,stuttgart,2021
Prof. Dr. jur. Tobias Scheel,"Professor für Rechnungswesen, Steuern und Wirtschaftsrecht",Tobias Scheel,stuttgart,2021
Prof. Dr.-Ing. Michael Schlegel,"Studiengangsleiter Wirtschaftsingenieurwesen, Studienrichtung WiW-Elektrotechnik",Michael Schlegel,stuttgart,2021
Prof. Dr. Uwe Schmid,Studiengangsleiter BWL-Digital Business Management,Uwe Schmid,stuttgart,2021
Karin Schmidt,Wissenschaftliche Mitarbeiterin,Karin Schmidt,stuttgart,2021
Prof. Dr. Jennifer Schneider,Studiengangsleiterin Wirtschaftsinformatik,Jennifer Schneider,stuttgart,2021
Prof. Dr. STB Uwe Schramm,Studiengangsleiter RSW-Steuern und Prüfungswesen,STB Uwe Schramm,stuttgart,2021
Prof. Dr. Anne-Katrin Schührer,Professorin für Soziale Arbeit,Anne-Katrin Schührer,stuttgart,2021
Prof. Dr. Marcus Schulz,Professor für Maschinenbau,Marcus Schulz,stuttgart,2021
Prof. Dr. rer. nat. Stephan Schulz,Professor für Informatik,Stephan Schulz,stuttgart,2021
Prof. Dr. Markus Schwarzer,Professor im Studiengang BWL-Dienstleistungsmanagement,Markus Schwarzer,stuttgart,2021
Prof. Dr. Friedemann Schwenkreis,Professor für Wirtschaftsinformatik,Friedemann Schwenkreis,stuttgart,2021
Prof. Dr. Jürgen Schwille,Studiengangsleiter Wirtschaftsinformatik,Jürgen Schwille,stuttgart,2021
Maximilian Schwing,Wissenschaftlicher Mitarbeiter im Zentrum für Empirische Forschung,Maximilian Schwing,stuttgart,2021
Prof. Dr. Bernd Schwinn,Studiengangsleiter Informatik,Bernd Schwinn,stuttgart,2021
Veronika Seilz M.A.,Wissenschaftliche Mitarbeiterin,Veronika Seilz,stuttgart,2021
Dr. Sarah Selinka,Wissenschaftliche Mitarbeiterin im Zentrum für Empirische Forschung,Sarah Selinka,stuttgart,2021
Prof. Dr. rer. pol. Anke Simon,"Studiendekanin, Studiengangsleiterin BWL-Gesundheitsmanagement",Anke Simon,stuttgart,2021
Prof. Dr. Florian Simons,"Studiengangsleiter Maschinenbau - Konstruktion und Entwicklung, 3. Studienjahr",Florian Simons,stuttgart,2021
Vera Sinning B.Sc.,Wissenschaftliche Mitarbeiterin,Vera Sinning,stuttgart,2021
Prof. Dr. Sybille Sobczak,Professorin für BWL-Finanzdienstleistungen,Sybille Sobczak,stuttgart,2021
Prof. Dr. Wolf-Florian Sommer,Professor in der Fakultät Wirtschaft,Wolf-Florian Sommer,stuttgart,2021
Prof. Dr. Andrea Steinhilber,Studiengangsleiterin BWL-Industrie,Andrea Steinhilber,stuttgart,2021
Prof. Dr.-Ing. Michael Sternberg,Professor für Maschinenbau,Michael Sternberg,stuttgart,2021
Prof. Dipl.-Ing. Friedemann Stockmayer,Studiengangsleiter Informatik,Friedemann Stockmayer,stuttgart,2021
Prof. Dr. Roman Stoi,Professor in der Fakultät Wirtschaft,Roman Stoi,stuttgart,2021
Prof. Dr. Tobias Straub,Studiengangsleiter Wirtschaftsinformatik,Tobias Straub,stuttgart,2021
Prof. Dr.-Ing. Alfred Strey,Professor für Informatik,Alfred Strey,stuttgart,2021
Prof. Dr.-Ing. Harald Stuhler,"Professor für Maschinenbau - Fahrzeug-System-Engineering, 2. Studienjahr",Harald Stuhler,stuttgart,2021
Prof. Dr. Uwe C. Swoboda,Studiengangsleiter BWL-Dienstleistungsmanagement,Uwe Swoboda,stuttgart,2021
Prof. Dr. oec. Christina Trautwein,Professorin für internes und externes Rechnungswesen,Christina Trautwein,stuttgart,2021
Prof. Dr. Friedrich Trautwein,Professor und Wissenschaftlicher Leiter Zentrum für Managementsimulation,Friedrich Trautwein,stuttgart,2021
"Prof. Annette Ullrich, Ph.D.","Professorin für Erziehungswissenschaft, Bildung u. lebenslanges Lernen",Annette Ullrich,stuttgart,2021
Prof. Dr. Marcus Vogt,Studiengangsleiter Wirtschaftsinformatik,Marcus Vogt,stuttgart,2021
Sonja Wangler,Wissenschaftliche Mitarbeiterin im Studiengang Angewandte Hebammenwissenschaft,Sonja Wangler,stuttgart,2021
Prof. Dr. Ursula Weber,Professorin für Sozialarbeitspolitik,Ursula Weber,stuttgart,2021
Prof. Dr. Hans Weghorn,Studiengangsleiter Mechatronik,Hans Weghorn,stuttgart,2021
Prof. Dr. Christian Weitert,"Professor für Wirtschaft, insb. Supply Chain Management",Christian Weitert,stuttgart,2021
Prof. Dr. Wolf Wenger,"Studiendekan, Studiengangsleiter Wirtschaftsinformatik",Wolf Wenger,stuttgart,2021
Prof. Dr. Holger Wengert,Professor für BWL-Finanzdienstleistungen,Holger Wengert,stuttgart,2021
Prof. Dr. Thorsten Wingenroth,Studiengangsleiter BWL-Bank,Thorsten Wingenroth,stuttgart,2021
Prof. Dr. Carmen Winter,Studiengangsleitung Informatik,Carmen Winter,stuttgart,2021
Prof. Dr.-Ing. Martin Wührl,"Studiengangsleiter Maschinenbau - Produktionstechnik, 3. Studienjahr",Martin Wührl,stuttgart,2021
Prof. Dr.-Ing. Andreas Zilly,Professor im Studiengang Wirtschaftsingenieurwesen,Andreas Zilly,stuttgart,2021
Prof. Dr. Uwe Zimmermann,Professor für Elektrotechnik,Uwe Zimmermann,stuttgart,2021
Prof. Dr. Zoltán Zomotor,Studiengangsleiter Informatik,Zoltán Zomotor,stuttgart,2021
