AUTHOR_NAME,PUB_TITLE,PUB_YEAR,PUB_AUTHORS,PUB_TYPE,PUB_PUBLISHER,PUB_ISBN,PUB_DOI,PUB_CITATIONS,JOU_RATING_VHB,JOU_RATING_SCIMAGO,UPDATED
Klaus Grunwald,Lebensweltorientierte Soziale Arbeit,2012.0,"['H Thiersch', ' K Grunwald', ' S Köngeter']",, Grundriss Soziale Arbeit,,,1472.0,,,2022-04-02
Klaus Grunwald,Lebensweltorientierung,2018.0,"['K Grunwald', ' S Köngeter', ' M Zeller']",,,,,380.0,,,2022-04-02
Klaus Grunwald,Lebensweltorientierte Soziale Arbeit,2002.0,"['H Thiersch', ' K Grunwald', ' S Köngeter']",, Grundriss Soziale Arbeit,,,291.0,,,2022-04-02
Klaus Grunwald,[BOOK][B] Praxis Lebensweltorientierter Sozialer Arbeit. Handlungszugänge und Methoden in unterschiedlichen Arbeitsfeldern.,2003.0,"['K Grunwald', ' H Thiersch ']",,,,,203.0,,,2022-04-02
Klaus Grunwald,Das Konzept Lebensweltorientierte Soziale Arbeit–einleitende Bemerkungen,2004.0,"['K Grunwald', ' H Thiersch']",, Praxis Lebensweltorientierter Sozialer Arbeit,,,171.0,,,2022-04-02
Klaus Grunwald,The concept of the 'lifeworld orientation'for social work and social care,2009.0,"['K Grunwald', ' H Thiersch']",, Journal of Social Work Practice,,,136.0,,122.0,2022-04-02
Klaus Grunwald,[BOOK][B] Neugestaltung der freien Wohlfahrtspflege. Management organisationalen Wandels und die Ziele der Sozialen Arbeit.,2001.0,['K Grunwald '],,,,,99.0,,,2022-04-02
Klaus Grunwald,Sozialwirtschaft,2014.0,['K Grunwald'],, Lehrbuch der Sozialwirtschaft,,,62.0,,,2022-04-02
Klaus Grunwald,[BOOK][B] Grundlagen des Managements in der Sozialwirtschaft,2013.0,"['A Wöhrle', ' R Beck', ' K Grunwald ']",,,,,71.0,,,2022-04-02
Klaus Grunwald,Praxishandbuch Lebensweltorientierte Soziale Arbeit,2016.0,"['K Grunwald', ' H Thiersch']",, Handlungszusammenhänge und Methoden in …,,,47.0,,,2022-04-02
Klaus Grunwald,Secretion of vascular endothelial growth factor/vascular permeability factor from human luteinized granulosa cells is human chorionic gonadotrophin dependent.,1998.0,"['J Neulen', ' S Raczek', ' M Pogorzelski…']",, Molecular human …,,,102.0,,276.0,2022-04-02
Klaus Grunwald,„Governance Sozialer Arbeit “. Versuch einer theoriebasierten Handlungsorientierung für die Sozialwirtschaft,2014.0,"['K Grunwald', ' PS Roß']",,,,,40.0,,,2022-04-02
Klaus Grunwald,Cortisol and cortisone in human follicular fluid and serum and the outcome of IVF treatment,2003.0,"['S Lewicka', ' C von Hagens', ' U Hettinger…']",, Human …,,,64.0,k.R.,134.0,2022-04-02
Klaus Grunwald,[BOOK][B] Vom Sozialmanagement zum Management des Sozialen? Eine Bestandsaufnahme.,2009.0,['K Grunwald '],,,,,45.0,,,2022-04-02
Klaus Grunwald,Poor responder–high responder: the importance of soluble vascular endothelial growth factor receptor 1 in ovarian stimulation protocols,2001.0,"['J Neulen', ' D Wenzel', ' C Hornig', ' E Wünsch…']",, Human …,,,73.0,k.R.,134.0,2022-04-02
Klaus Grunwald,[BOOK][B] Organisationsgestaltung und Personalführung in den Erziehungshilfen. Grundlagen und Praxismethoden.,2007.0,"['K Grunwald', ' E Steinbacher ']",,,,,49.0,,,2022-04-02
Klaus Grunwald,Zur Bewältigung von Dilemmata und Paradoxien als zentrale Qualifikation von Leitungskräften in der Sozialwirtschaft,2012.0,['K Grunwald'],, Personal im Sozialmanagement,,,36.0,,,2022-04-02
Klaus Grunwald,"Soziale Arbeit, ihre Selbstverortung und ihr Verhältnis zu Fragen der Steuerung sozialwirtschaftlicher Unternehmen",2013.0,['K Grunwald'],, Grundlagen des Managements in der …,,,22.0,,,2022-04-02
Klaus Grunwald,[BOOK][B] Sozialwirtschaft: Handbuch für Wissenschaft und Praxis,2018.0,"['K Grunwald', ' A Langer ']",,,,,12.0,,,2022-04-02
Klaus Grunwald,"Management sozialwirtschaftlicher Organisationen zwischen Steuerungsskepsis, Dilemmatamanagement und Postheroischer Führung",2018.0,['K Grunwald'],, Sozialwirtschaft,,,10.0,,,2022-04-02
Klaus Grunwald,Governance in der Sozialen Arbeit,2018.0,"['K Grunwald', ' PS Roß']",, Aktuelle Diskurse in der Sozialwirtschaft I,,,9.0,,,2022-04-02
Klaus Grunwald,Sozialmanagement als Steuerung hybrider sozialwirtschaftlicher Organisationen,2017.0,"['K Grunwald', ' PS Roß']",, Sozialmanagement–Eine Zwischenbilanz,,,11.0,,,2022-04-02
Klaus Grunwald,Sozialwirtschaft–eine Einführung in das Handbuch,2018.0,"['K Grunwald', ' A Langer']",, Handbuch der Sozialwirtschaft,,,8.0,,,2022-04-02
Klaus Grunwald,Analysis of hormonal changes during combined buserelin/HMG treatment,1990.0,"['J Urbancsek', ' T Rabe', ' K Grunwald', ' L Kiesel…']",, Human …,,,14.0,k.R.,134.0,2022-04-02
Klaus Grunwald,Organisationsentwicklung/Change Management in und von sozialwirtschaftlichen Organisationen,2018.0,['K Grunwald'],, Sozialwirtschaft,,,5.0,,,2022-04-02
Klaus Grunwald,Qualitätsmanagement in der Sozialwirtschaft,2018.0,['K Grunwald'],, Sozialwirtschaft,,,5.0,,,2022-04-02
Klaus Grunwald,Soziale Arbeit statt Sozialmanagement1,2008.0,"['K Grunwald', ' U Otto']",, Soziale Arbeit in Gesellschaft,,,12.0,,,2022-04-02
Klaus Grunwald,Kompetenz und Professionalität in der Sozialwirtschaft,2013.0,"['K Grunwald', ' E Steinbacher']",, Demografischer Wandel in der …,,,8.0,,,2022-04-02
Klaus Grunwald,Organisationen aus sozialwissenschaftlicher Perspektive,2018.0,['K Grunwald'],, Sozialwirtschaft: Handbuch für Wissenschaft und …,,,6.0,,,2022-04-02
Klaus Grunwald,Lebensweltorientierte und organisationssoziologische Perspektiven auf Organisation (en) als Beitrag einer kritischen Sozialen Arbeit,2015.0,['K Grunwald'],, Biografie und Lebenswelt,,,7.0,,,2022-04-02
Klaus Grunwald,Lebensweltorientierung in der Behindertenhilfe,2004.0,"['K Grunwald', ' H Thiersch']",, … für Heilpädagogik und ihre …,,,8.0,,,2022-04-02
Klaus Grunwald,Qualitätsmanagement als methodisch gestütztes und auf Kriterien bezogenes Konzept,2015.0,['K Grunwald'],, Methodisch Handeln–Beiträge zu Maja Heiners …,,,6.0,,,2022-04-02
Klaus Grunwald,Kompetenz von Leitungskräften–Kompetenzentwicklung durch Leitungskräfte,2014.0,"['K Grunwald', ' E Steinbacher']",, Kompetenz,,,7.0,,,2022-04-02
Klaus Grunwald,Aneuploidy in human granulosa lutein cells obtained from gonadotrophin-stimulated follicles and its relation to intrafollicular hormone concentrations.,1998.0,"['K Grunwald', ' K Feldmann', ' P Melsheimer…']",, Human reproduction …,,,7.0,,180.0,2022-04-02
Klaus Grunwald,Demenz bei ‚Menschen mit Lernschwierigkeiten'–Ergebnisse eines Forschungsprojekts und Herausforderungen für die Versorgungsgestaltung,2017.0,"['K Grunwald', ' C Kuhn', ' T Meyer']",, Evolution durch Vernetzung,,,4.0,,,2022-04-02
Klaus Grunwald,Aneuploidy of human granulosa cells in follicular fluids from in vitro fertilization patients.,1997.0,"['P Melsheimer', ' K Grunwald', ' K Feldmann…']",, Analytical and …,,,6.0,,166.0,2022-04-02
Klaus Grunwald,Serum inhibin levels in gonadotrophin stimulated in-vitro fertilization/gamete intra-fallopian transfer cycles,1992.0,"['J Urbancsek', ' T Rabe', ' K Grunwald', ' L Kiesel…']",, Human …,,,6.0,k.R.,134.0,2022-04-02
Klaus Grunwald,„.. überall in den Köpfen und Fäusten “,1994.0,"['H Thiersch', ' J Wertheimer', ' K Grunwald…']",, Auf der Suche …,,,8.0,,,2022-04-02
Klaus Grunwald,Sozialarbeit/Sozialpädagogik,2001.0,"['HU Otto', ' H Thiersch', ' K Bollert', ' G Flösser…']",, Neuwied,,,3.0,,,2022-04-02
Klaus Grunwald,Management in sozialen Organisationen im Wandel–Mikropolitik und Organisationskultur als zentrale Herausforderungen der Organisationsgestaltung in Diensten …,2014.0,"['K Grunwald', ' E Steinbacher']",, Sozialer Wandel,,,2.0,,,2022-04-02
Klaus Grunwald,Governance in der Sozialen Arbeit1,2018.0,"['K Grunwald', ' PS Roß']",, Aktuelle Diskurse in der Sozialwirtschaft I,,,1.0,,,2022-04-02
Klaus Grunwald,DISTANCE STUDY IN THE FEDERAL REPUBLIC OF GERMANY: FERNUNIVERSITAT‐GESAMTHOCHSCHULE IN HAGEN,1980.0,['KD Grunwald'],, Higher Education In Europe,,,1.0,k.R.,81.0,2022-04-02
Klaus Grunwald,[BOOK][B] Kirchenreform jetzt!: Projekte-Analysen-Perspektiven,2005.0,"['W Nethöfel', ' KD Grunwald ']",,,,,1.0,,,2022-04-02
Klaus Grunwald,[BOOK][B] Qualitätsmanagement-Qualitätsentwicklung,2021.0,"['A Wöhrle', ' M Boecker', ' P Brandl', ' K Grunwald', ' L Kolhoff… ']",,,,,,,,2022-04-02
Klaus Grunwald,Sozialarbeit Sozialpädagog,,"['HUWE OTTO', ' H THIERSCH', ' K Bollert', ' G Flösser… ']",,,,,,,,2022-04-02
Klaus Grunwald,Protestantismus und Nationalsozialismus. Evangelische Kirche zwischen Kreuz und Hakenkreuz,2018.0,['KD Grunwald'],, Nationalsozialismus und Recht,,,,,12.0,2022-04-02
Klaus Grunwald,ACADEMIC COUNSELLING IN THE FEDERAL REPUBLIC OF GERMANY: 10 PILOT SCHEMES EVALUATED,1982.0,['KD Grunwald'],, Higher Educattion in Europe,,,,,,2022-04-02
Klaus Grunwald,"O que importa é que seja estabelecido o equilíbrio do contínuo fluir da música dentro e fora do indivíduo, estendendo laços para outros seres humanos e …",,"['K Grunwald', ' MCS Pereira', ' RF Pinheiro']",,,,,,,,2022-04-02
Klaus Grunwald,Supervision als partizipatives Instrument der Qualitätsentwicklung in der Sozialen Arbeit,1999.0,"['A Iser', ' K Grunwald', ' M Heiner ']",,,,,,,,2022-04-02
Klaus Grunwald,Demenz bei Menschen mit geistiger Behinderung,,"['F Sozialordnung', ' S Baden']",,Württemberg,,,,,,2022-04-02
Klaus Grunwald,Die Autorinnen und Autoren,2017.0,"['K Dierich', ' A Dreier', ' D Tilly Eichler', ' J Gräske…']",, Evolution durch …,,,,,,2022-04-02
Klaus Grunwald,"Iris Bunzendahl/Björn Peter Hagen (Hrsg.): Soziale Netzwerke für die ambulante Pflege. Grundlagen, Praxisbeispiele und Arbeitshilfen. Weinheim und München …",2005.0,"['U Otto', ' K Grunwald']",, Erziehungswissenschaftliche Revue (EWR),,,,,,2022-04-02
Timo Baas,‘Relationship Banking and SMEs: A Theoretical Analysis’,2006.0,"['M Schrooten', 'Mechthild Schrooten', 'Timo Baas', 'T Baas']",Article, Small business economics,,10.2139/ssrn.788344,382.0,B,131.0,
Timo Baas,"Labor mobility in the enlarged EU: Who wins, who loses?",2009.0,"['T Baas', ' H Brücker', ' A Hauptmann']",, EU labor markets after post …,,,61.0,,,2022-03-04
Timo Baas,"Labour mobility in the EU: Dynamics, patterns and policies",2014.0,"['M Barslund', ' M Busse', ' C Vargas']",,Silva,,,44.0,,60.0,2022-03-04
Timo Baas,Macroeconomic impact of Eastern enlargement on Germany and UK: evidence from a CGE model,2010.0,"['Herbert Brücker', 'Timo Baas', 'H Brücker', 'T Baas']",Article, Applied Economics Letters,,10.1080/13504850701720098,40.0,k.R.,93.0,
Timo Baas,The macroeconomic consequences of migration diversion: Evidence for Germany and the UK,2012.0,"['Timo Baas', 'H Brücker', 'T Baas']",Article, Structural Change and Economic Dynamics,,10.1016/j.strueco.2012.01.001,30.0,,29.0,
Timo Baas,EU Eastern Enlargement: The benefits from integration and free labour movement,2011.0,"['Herbert Brücker', 'Timo Baas', 'H Brücker', 'T Baas']",Article, CESifo DICE Report,,,30.0,,11.0,
Timo Baas,The Macroeconomic Impact of Remittances: A sending country perspective,2016.0,"['Silvia Maja Melzer', 'Timo Baas', 'S Melzer', 'T Baas']",Article,nan,,,24.0,,,
Timo Baas,Macroeconomic consequences of migration diversion: A CGE simulation for Germany and the UK,2008.0,"['Herbert Brücker', 'Timo Baas', 'H Brücker', 'T Baas']",Article,nan,,,25.0,,,
Timo Baas,Arbeitnehmerfreizügigkeit zum 1. Mai 2011 : mehr Chancen als Risiken für Deutschland,2011.0,"['Herbert Brücker', 'Timo Baas', 'H Brücker', 'T Baas']",Book,nan,,,38.0,,,
Timo Baas,Times of crisis and female labor force participation-Lessons from the Spanish flu,2017.0,"['T Baas', ' F Shamsfakhr']",, the Annual International Conference on …,,,5.0,,8.0,2022-03-04
Timo Baas,Relationship banking and SMEs,2005.0,"['T Baas', ' M Schrooten']",, A Theoretical Analysis. DIW Discussion Papers,,,6.0,,,2022-03-04
Timo Baas,Labour Market Reforms and Current Account Imbalances: Beggar-thy-neighbour policies in a currency union?,2014.0,"['T Baas', ' AH Belke']",, CEPS Working Documents,,,4.0,,,2022-03-04
Timo Baas,Labor market reforms and current account imbalances-beggar-thy-neighbor policies in a currency union?,2014.0,"['T Baas', ' AH Belke']",, Ruhr Economic Paper,,,4.0,,,2022-03-04
Timo Baas,EU-Osterweiterung : positive Effekte durch Arbeitsmigration,2009.0,"['Timo Baas', 'T Baas', 'A Hauptmann', 'Herbert Brücker', 'H Brücker']",Article,nan,,,13.0,,,
Timo Baas,The economic benefits of EU-13 membership,2020.0,"['Timo Baas', 'T Baas']",Research,nan,,10.13140/RG.2.2.28475.03368,1.0,,,
Timo Baas,Estonia and the European Monetary Union–Are There Benefits from a'Late'Accession?,2471.0,['T Baas'],, Available at SSRN,,,3.0,,,2022-03-04
Timo Baas,Theoretische Analyse der Gewinnsituation im deutschen Bankensektor,2005.0,"['T Baas', ' M Schrooten ']",,,,,9.0,,,2022-03-04
Timo Baas,EU-Osterweiterung: Beachtliche Gewinne für die deutsche Volkswirtschaft,2007.0,"['T Baas', ' H Brücker', ' E Hönekopp ']",,,,,12.0,,,2022-03-04
Timo Baas,"Oil price shocks, monetary policy and current account imbalances within a currency union",2018.0,"['T Baas', ' AH Belke']",, CEPS Working Document,,,2.0,,,2022-03-04
Timo Baas,Arbeitnehmerfreizügigkeit: Neue Potenziale werden bisher kaum genutzt,2011.0,"['T Baas', ' H Brücker', ' M Dietz', ' A Kubis', ' A Müller ']",,,,,7.0,,,2022-03-04
Timo Baas,Erste Bilanz der EU-Osterweiterung: Importe der neuen Mitgliedsländer aus der Eurozone gewinnen an Bedeutung,2005.0,"['T Baas', ' M Schrooten']",, DIW Wochenbericht,,,7.0,,,2022-03-04
Timo Baas,European Integration Consortium,2014.0,"['H Brücker', ' T Baas', ' I Beleva', ' S Bertoli', ' T Boeri…']",, Accessed …,,,1.0,,,2022-03-04
Timo Baas,SSRN-id788344.pdf,2020.0,"['Mechthild Schrooten', 'Timo Baas']",Data,,,,,,,2022-04-02
Timo Baas,Unionsbürgerinnen und -bürger in Deutschland - Eine Übersichtsstudie zu Vorteilen und Herausforderungen bei der Inanspruchnahme der Arbeitnehmerfreizügigkeit,2019.0,['Timo Baas'],Book,,,,,,,2022-04-02
Timo Baas,Rücküberweisungen durch Migrantinnen und Migranten – Finanzmarktbezogene Gründe und wirtschaftliche Folgen,2018.0,['Timo Baas'],Article,Vierteljahrshefte zur Wirtschaftsforschung,,10.3790/vjh.87.3.151,,,,2022-04-02
Timo Baas,"Oil price shocks, monetary policy and current account imbalances within a currency union",2018.0,"['Timo Baas', 'Ansgar H. Belke']",Working Paper,,,,,,,2022-04-02
Timo Baas,"Oil Price Shocks, Monetary Policy and Current Account Imbalances within a Currency Union",2018.0,"['Timo Baas', 'Ansgar H. Belke']",Article,SSRN Electronic Journal,,10.2139/ssrn.3097370,,,13.0,2022-04-02
Timo Baas,Migration,2015.0,['Timo Baas'],Chapter,,,10.1007/978-3-658-01164-2_35,,,,2022-04-02
Timo Baas,IE 2014 kaczmarczyk,2014.0,"['Mikkel Barslund', 'Matthias Busse', 'Paweł Kaczmarczyk', 'Béla Galgoczi']",Data,,,,,,,2022-04-02
Timo Baas,"Intereconomics 2014 | 3 Labour Mobility in the EU: Dynamics, Patterns and Policies Too Much or Too Little Labour Mobility? State of Play and Policy Issues",2014.0,"['Mikkel Barslund', 'Matthias Busse', 'Paweł Kaczmarczyk', 'Béla Galgoczi']",Article,Intereconomics,,10.1007/s10272-014-0495-x,,,20.0,2022-04-02
Timo Baas,Estonia and the European Monetary Union Are There Benefits from a 'Late' Accession?,2014.0,['Timo Baas'],Article,SSRN Electronic Journal,,10.2139/ssrn.2471571,,,13.0,2022-04-02
Timo Baas,Labor Market Reforms and Current Account Imbalances - Beggar-Thy-Neighbor Policies in a Currency Union?,2014.0,"['Timo Baas', 'Ansgar H. Belke']",Article,SSRN Electronic Journal,,10.2139/ssrn.2561313,,,13.0,2022-04-02
Timo Baas,Labor Market Reforms and Current Account Imbalances: Beggar-Thy-Neighbor Policies in a Currency Union?,2014.0,"['Timo Baas', 'Ansgar H. Belke']",Article,SSRN Electronic Journal,,10.2139/ssrn.2502313,,,13.0,2022-04-02
Timo Baas,Die wirtschaftliche Bedeutung der Arbeitnehmerfreizügigkeit aus deutscher Sicht,2012.0,['Timo Baas'],Chapter,,,10.5771/9783845242415-95,,,,2022-04-02
Timo Baas,Migrationssteuerung vor dem Hintergrund individueller Verhaltensweisen von Migranten: Hohenheimer Tage zum Ausländerrecht 2011,2012.0,['Timo Baas'],Chapter,,,10.5771/9783845237091-229,,,,2022-04-02
Timo Baas,Macroeconomic Effects of Remittances and Temporary Migration,2011.0,"['Timo Baas', 'Silvia Maja Melzer']",Article,,,,,,,2022-04-02
Timo Baas,"Unter welchen Bedingungen ist ein Beitritt zu einer Währungsunion optimal? : Eine Analyse stabilitätspolitischer Konsequenzen, statischer Effekte und wachstumstheoretischer Implikationen einer Osterweiterung der Europäischen Währungsunion",2010.0,['Timo Baas'],Thesis,,,,,,,2022-04-02
Timo Baas,"2. Labor Mobility in the Enlarged EU: Who Wins, Who Loses?",2010.0,"['Timo Baas', 'Herbert Brücker', 'Andreas Hauptmann']",Article,10.1007/978-3-642-02242-5_2,,10.1007/978-3-642-02242-5_2,,,,2022-04-02
Timo Baas,Wirkungen der Zuwanderungen aus den neuen mittel- und osteuropäischen EU-Staaten auf Arbeitsmarkt und Gesamtwirtschaft : Expertise im Auftrag des Gesprächskreises Migration und Integration der Friedrich-Ebert-Stiftung,2010.0,"['Timo Baas', 'Herbert Brücker']",Book,,,,,,,2022-04-02
Timo Baas,Labour mobility within the EU in the context of enlargement and the functioning of the transitional arrangements: final report,2009.0,"['Herbert Brücker', 'Timo Baas']",Article,,,,,,,2022-04-02
Timo Baas,"Internationale Migration: Umfang, Qualifikationsstruktur und Arbeitsmarktwirkungen",2009.0,"['Herbert Brücker', 'Timo Baas', 'Matthias Winkler']",Article,,,,,,,2022-04-02
Timo Baas,The macroeconomic consequences of labour mobility,2009.0,"['Timo Baas', 'Herbert Brücker']",Book,,,,,,,2022-04-02
Timo Baas,Labour mobility within the EU in the context of enlargement and the functioning of transitional arrangements (VC/2007/0239): First and Second Interim Report-European Commision,2008.0,"['Herbert Brückner', 'Timo Baas', 'Iskra Spasova Beleva', 'Peter Huber']",Technical Report,,,,,,,2022-04-02
Timo Baas,Macroeconomic consequences of migration diversion : a CGE simulation for Germany and the UK,2008.0,"['Timo Baas', 'Herbert Brücker']",Article,RePEc,,,,,,2022-04-02
Timo Baas,Die Disparität der Sparquoten Ost- und Westdeutschlands: Kann der spezifische ostdeutsche Transformationsprozess die Abweichung erklären?,2006.0,['Timo Baas'],Article,Vierteljahrshefte zur Wirtschaftsforschung,,10.3790/vjh.75.4.121,,,,2022-04-02
Timo Baas,Theoretische Analyse der Gewinnsituation im deutschen Bankensektor,2005.0,"['Timo Baas', 'Mechthild Schrooten']",Article,RePEc,,,,,,2022-04-02
Timo Baas,The Eastern Enlargement of the EU - An Initial Assessment: Growing Imports to the New Member States from the Euro Zone,2005.0,"['Mechthild Schrooten', 'Timo Baas']",Article,RePEc,,,,,,2022-04-02
Timo Baas,Erste Bilanz der EU-Osterweiterung: Importe der neuen Mitgliedsländer aus der Eurozone gewinnen an Bedeutung,2005.0,"['Mechthild Schrooten', 'Timo Baas']",Article,RePEc,,,,,,2022-04-02
Timo Baas,Labour mobility within the EU in the context of enlargement and the functioning,,"['Timo Baas', 'Herbert Brücker', 'Andreas Hauptmann', 'Elke J. Jahn']",Article,,,,,,,2022-04-02
Timo Baas,Theoretische Analyse der Gewinnsituation im deutschen Bankensektor: Kreditvergabestrategie sichert Sparkassen und Genossenschaftsbanken Vorteile,2005.0,"['T Baas', ' M Schrooten ']",,,,,1.0,,,2022-03-04
Timo Baas,Unionsbürgerinnen und-bürger in Deutschland,2019.0,['T Baas'],, Übersichtsstudie zu Vorteilen und …,,,2.0,,,2022-03-04
Timo Baas,"Oil price shocks, monetary policy and current account imbalances within a currency union. CEPS Working Document No 2018/01, January 2018",2018.0,"['A Belke', 'Ansgar H. Belke', 'Timo Baas', 'T Baas']",Working Paper,nan,,,,,,
Timo Baas,Arbeitnehmerfreizügigkeit in der Europäischen Union: Konsequenzen für den deutschen Arbeitsmarkt,2011.0,"['T Baas', ' E Jahn', ' M König', ' J Möller', ' K Ziegler ']",,,,,2.0,,,2022-03-04
Timo Baas,The German Economic Review acknowledges the work of,2015.0,"['A Achtziger', ' H Aghadadashli', ' M Almunia…']",, German Economic …,,,,B,33.0,2022-03-04
Timo Baas,"Oil price shocks, monetary policy and current account imbalances within a currency union",2019.0,"['A Belke', 'Ansgar H. Belke', 'Timo Baas', 'T Baas']",Working Paper,nan,,,2.0,,,
Timo Baas,Stability and Eurozone membership: Should a small transition country join?,2013.0,['T Baas '],,,,,,,,2022-03-04
Timo Baas,The macroeconom migration,,"['T Baas', ' H Brücker ']",,,,,,,,2022-03-04
Timo Baas,IAB Discussion Paper 3/2008,,"['T Baas', ' H Brücker ']",,,,,,,,2022-03-04
Timo Baas,"European Integration Consortium IAB, CMR, fRDB, GEP, WIFO, wiiw",,"['T Baas', ' H Brücker', ' A Hauptmann', ' EJ Jahn ']",,,,,,,,2022-03-04
Timo Baas,Macroeconomic Stability and the Single European Labor Market,2015.0,"['T Baas', ' M Aikimbaeva ']",,,,,,,,2022-03-04
Timo Baas,Macroeconomic Stability and the Single European Labor Market,2016.0,"['M Aikimbaeva', ' T Baas ']",,,,,,,,2022-03-04
Timo Baas,The Eastern Enlargement of the EU-An Initial Assessment: Growing Imports to the New Member States from the Euro Zone,2005.0,"['T Baas', ' M Schrooten']",, Weekly Report,,,,,208.0,2022-03-04
Timo Baas,"Unter welchen Bedingungen ist ein Beitritt zu einer Währungsunion optimal? : Eine Analyse stabilitätspolitischer Konsequenzen, statischer Effekte und wachstumstheoretischer Implikationen einer Osterweiterung der Europäischen Währungsunion",2010.0,"['Timo Baas', 'T Baas']",Thesis,nan,,,1.0,,,
Timo Baas,Die wirtschaftliche Bedeutung der Arbeitnehmerfreizügigkeit aus deutscher Sicht,2012.0,['T Baas'],, … im Verhältnis zwischen Deutschland und Polen aus …,,,1.0,,,2022-03-04
Timo Baas,Rücküberweisungen durch Migrantinnen und Migranten – Finanzmarktbezogene Gründe und wirtschaftliche Folgen,2018.0,"['Timo Baas', 'T Baas']",Article, Vierteljahrshefte zur Wirtschaftsforschung,,10.3790/vjh.87.3.151,,,,
Timo Baas,Migrationssteuerung vor dem Hintergrund individueller Verhaltensweisen von Migranten: Hohenheimer Tage zum Ausländerrecht 2011,2012.0,"['Timo Baas', 'T Baas']",Chapter,nan,,10.5771/9783845237091-229,,,,
Timo Baas,Die Disparität der Sparquoten Ost- und Westdeutschlands: Kann der spezifische ostdeutsche Transformationsprozess die Abweichung erklären?,2006.0,"['Timo Baas', 'T Baas']",Article, Vierteljahrshefte zur Wirtschaftsforschung,,10.3790/vjh.75.4.121,,,,
Timo Baas,Publikationen,,"['T Baas', ' H Brücker', ' J Fuchs', ' E Hönekopp…']",,,,,,,,2022-03-04
Timo Baas,IAB Kurzbericht,,"['HB von Timo Baas', ' M Dietz', ' A Kubis', ' A Müller ']",,,,,,,,2022-03-04
Wolfgang Merk,"Spirocyclische Verbindungen, VIII. Symmetrische, nur aus Cyclobutan‐Ringen bestehende Oligo‐und Polyspirane",1966.0,"['E Buchta', ' W Merk']",, Justus Liebigs Annalen der Chemie,,,35.0,,,2022-03-25
Wolfgang Merk,Increased in vitro platelet aggregation in hypertriglyceridemias,1986.0,"['H Riess', ' W Merk', ' C Falkner', ' E Hiller']",, Thrombosis research,,,23.0,,16.0,2022-03-25
Wolfgang Merk,[BOOK][B] Wettbewerbsorientiertes Management von Arztpraxen,2013.0,['W Merk '],,,,,14.0,,,2022-03-25
Wolfgang Merk,"Spirocyclische Verbindungen, X. Trispiro [2.1. 1.2. 1.1] undecan und Pentaspiro [2.1. 1.1. 1.2. 1.1. 1.1] heptadecan",1968.0,"['E Buchta', ' W Merk']",, Justus Liebigs Annalen der Chemie,,,10.0,,,2022-03-25
Wolfgang Merk,"Spirocyclische Verbindungen, IX. 1′. 5′‐Di‐tosyloxymethyl‐spiro (cyclohexan‐1.6′‐[3] oxabicyclo‐[3.1. 0] hexan) und 1.1‐Diisopropenyl‐cyclopentan",1966.0,"['E Buchta', ' W Merk']",, Justus Liebigs Annalen der Chemie,,,4.0,,,2022-03-25
Wolfgang Merk,Niederlassung in eigener Praxis? Chancen und Risiken einer Selbstständigkeit für Ärzte und Zahnärzte in der ambulanten Versorgung,2018.0,"['H Merk', ' W Merk']",, Entrepreneurship im Gesundheitswesen III,,,1.0,,,2022-03-25
Wolfgang Merk,Die Aussagekraft der 7-Tages-Inzidenz als gesetzgeberischer Maßstab,2021.0,"['W Merk', ' R Ratzel']",, GesundheitsRecht,,,,,,2022-03-25
Wolfgang Merk,Bewertung von Zahnarztpraxen,2003.0,['W Merk'],, Unternehmen Zahnarztpraxis,,,,,,2022-03-25
Wolfgang Merk,Wettbewerb als Determinante betrieblichen Erfolges von Arztpraxen,1999.0,['W Merk'],, Wettbewerbsorientiertes Management von Arztpraxen,,,,,,2022-03-25
Wolfgang Merk,Die Arztpraxis als Erkenntnisobjekt der Betriebswirtschaftslehre,1999.0,['W Merk'],, Wettbewerbsorientiertes Management von Arztpraxen,,,,,,2022-03-25
Manfred Sander,Thiiranes,1966.0,['M Sander'],, Chemical Reviews,,,293.0,,700.0,2022-03-25
Manfred Sander,Thietanes,1966.0,['M Sander'],, Chemical Reviews,,,45.0,,700.0,2022-03-25
Manfred Sander,Herstellung und Reaktionen von Phosphonig‐und Phosphinigsäureestern,1960.0,['M Sander'],, Chemische Berichte,,,94.0,,,2022-03-25
Manfred Sander,Herstellung von Bis‐phosphonigsäureestern aus bifunktionellen Grignard‐Verbindungen und Umsetzungen zu bifunktionellen phosphororganischen Verbindungen,1962.0,['M Sander'],, Chemische Berichte,,,27.0,,,2022-03-25
Manfred Sander,Über die Herstellung von m‐und p‐NN′ Dimethyl‐xylylendiamin,1962.0,"['M Sander', ' D Burmeister']",, Chemische Berichte,,,11.0,,,2022-03-25
Manfred Sander,2002 Honored Alumni Chosen,,"['M Sander', ' R Sturckow', ' L Sapaden', ' MJ Newland… ']",,,,,,,,2022-03-25
Manfred Sander,Herstellung von polyphosphinsäure‐estern durch Michaelis‐Arbusow‐reaktion,1962.0,['VM Sander'],, Die Makromolekulare Chemie,,,3.0,,,2022-03-25
Manfred Sander,Bunt und mit Zähnen durchs IYC,2012.0,['M Sander'],, Nachrichten aus der Chemie,,,,,17.0,2022-03-25
