AUTHOR_NAME,JOU_RATING_SCIMAGO,JOU_RATING_VHB,PUB_AUTHORS,PUB_CITATIONS,PUB_DOI,PUB_ISBN,PUB_NUMBER_AUTHORS,PUB_PUBLISHER,PUB_TITLE,PUB_TYPE,PUB_YEAR,SITE,UPDATED,YEAR_STORED
Oliver Keßling,,,['O Keßling'],6.0,,,1,,AKF–Neues industrielles additives Verfahren,,2014.0,campus-horb,2022-03-04,2021
Jürgen Gundrum,,,['J Gundrum'],1.0,,,1,,Quarzsensoren für Viskositätsmessungen,,1996.0,campus-horb,2022-03-04,2021
Jens Häcker,179.0,B,"['DD Freyw', 'Fredrik Engelhardt', 'Jens Haecker', 'Daniel D. Freyw', 'F Engelhardt', 'J Häcker']",12.0,10.1080/00207540110116309,,6,International Journal of Production Research,Robust manufacturing inspection and classification with machine vision,Article,2002.0,campus-horb,,2021
Jens Häcker,,,"['J Häcker', ' F Lehmann']",1.0,,,2,,Scaling laws for biomometic flapping wing robot experiments in fluids,,,campus-horb,2022-03-04,2021
Jens Häcker,,,"['S Brückner', ' J Häcker', ' R Kornmann', ' B Kröplin…']",1.0,,,4, AIAA Aerodynamic …,The ISD parawing recovery system for high-altitude platform payloads,,2005.0,campus-horb,2022-03-04,2021
Florian Schleidgen,,,['F Schleidgen '],,,,1,,Entwicklung eines Algorithmus zur automatischen Kontrolle von Konstruktionen,,2013.0,campus-horb,2022-03-04,2021
Joachim Grill,61.0,B,"['J Grill', ' KH Hirschmann…']",2.0,,,2, … and Information in …,A generalized kinematic for calculating and evaluating surface geometry of gears and cutting tools,,1992.0,campus-horb,2022-03-04,2021
Katja Stamer,,,['K Stamer '],3.0,,,1,,Förderung ehrenamtlichen Engagements in Sportvereinen,,2014.0,campus-horb,2022-03-04,2021
Katja Stamer,,k.R.,['K Stamer'],,,,1, Zeitschrift für Arbeitswissenschaft,[HTML][HTML] Berücksichtigung der Beschäftigten im Prozess der Digitalisierung aus Sicht von Personalverantwortlichen,,2021.0,campus-horb,2022-03-04,2021
Katja Stamer,,,['K STAMER'],,,,1, GEWINNUNG,LEICHTER ZU FINDEN SIND!,,2014.0,campus-horb,2022-03-04,2021
Antonius van Hoof,299.0,D,"['HJ Bullinger', ' M Kühner', ' A Van Hoof']",262.0,,,3, International Journal of …,Analysing supply chain performance using a balanced measurement method,,2002.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['J Schmidt', ' A van Hoof ']",7.0,,,2,,Architektur einer Service Plattform zur Unterstützung des Betriebs erneuerbarer Energieanlagen,,2013.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['JP Hoepelman', ' AJM van Hoof']",6.0,,,2, Coling Budapest Volume,The Success of Failure The concept of failure in dialogue logics and its relevance for NL-semantics,,1988.0,campus-horb,2022-03-04,2021
Antonius van Hoof,86.0,,"['J Schmidt', ' A van Hoof']",3.0,,,2, International Conference on …,Towards a cooperative life cycle documentation for distributed renewable energy power plants,,2012.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['A van Hoof', ' C Fillies', ' J Härtwig']",10.0,,,3,,Aufgaben-und rollengerechte Informationsversorgung durch vorgebaute Informationsräume,,2003.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['A Hoof', ' B Keck', ' R Mayer', ' M Kugler', ' C Menzel']",2.0,,,5, Translator's Workbench,Translation Memory,,1995.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['J Schmidt', ' A van Hoof', ' S Kühne']",3.0,,,3, Energieinformatik,Konzeption einer digitalen Lebenslaufakte für Erneuerbare-Energie-Anlagen,,2013.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['W Engelbach', ' A van Hoof']",2.0,,,2,,Aufgaben-und rollenangepasste Konzeption idealer Informationsrecherchestrategien,,2002.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['JP Hoepelman', ' AJM van Hoof']",,,,2, Interaktion und Kommunikation mit dem …,Dialogue Models for Knowledge Representation,,1990.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['JP Hoepelman', ' AJM van Hoof']",,,,2, Papers presented to the,Conditionals and counterfactuals in PROLOG,,1990.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,['A van Hoof'],,,,1, ITCS,Integration Engineering: Construction of Software Process Models towards the Implementation of Inter-Enterprise Value Chains,,2005.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['R Mayer', ' A Hoof']",,,,2, Translator's Workbench,"Special Language Resources: Termbank, Cardbox",,1995.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,['HA van Hoof '],,,,1,,Angle-resolved photoelectron spectrometry: new electron optics and detection system,,1980.0,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['A van Hoof', ' C Fillies ']",,,,2,,[HTML][HTML] Das semantische Unternehmensprozessweb; Aufgaben-und rollengerechte Informationsversorgung durch vorgebaute Informationsräume,,,campus-horb,2022-03-04,2021
Antonius van Hoof,,,"['D Wolf Engelbach', ' A van Hoof ']",,,,2,,Aufgaben-und rollenangepasste Konzeption idealer Informationsrecherchestrategien,,,campus-horb,2022-03-04,2021
Tim Jansen,73.0,A,"['J Bakker', ' MWN Nijsten…']",412.0,,,2, Annals of …,[HTML][HTML] Clinical use of lactate monitoring in critically ill patients,,2013.0,campus-horb,2022-03-04,2021
Tim Jansen,374.0,,"['TC Jansen', ' J van Bommel', ' J Bakker']",361.0,,,3, Critical care medicine,Blood lactate monitoring in critically ill patients: a systematic health technology assessment,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['M Doherty', ' TL Jansen', ' G Nuki', ' E Pascual…']",314.0,,,4, Annals of the …,Gout: why is this curable disease so seldom cured?,,2012.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,k.R.,"['TC Jansen', ' J van Bommel…']",958.0,,,2, American journal of …,"Early lactate-guided therapy in intensive care unit patients: a multicenter, open-label, randomized controlled trial",,2010.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['T Neogi', ' TLTA Jansen', ' N Dalbeth…']",921.0,,,3, Arthritis & …,2015 gout classification criteria: an American College of Rheumatology/European League Against Rheumatism collaborative initiative,,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,271.0,,"['A Lima', ' TC Jansen', ' J van Bommel', ' C Ince…']",282.0,,,4, Critical care …,The prognostic value of the subjective assessment of peripheral perfusion in critically ill patients,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['P Richette', ' M Doherty', ' E Pascual', ' V Barskova…']",156.0,,,4, Annals of the …,2018 updated European League Against Rheumatism evidence-based recommendations for the diagnosis of gout,,2020.0,campus-horb,2022-03-04,2021
Tim Jansen,171.0,,"['TC Jansen', ' J van Bommel', ' PG Mulder…']",227.0,,,3, Critical …,[HTML][HTML] The prognostic value of blood lactate levels relative to that of vital signs in the pre-hospital setting: a pilot study,,2008.0,campus-horb,2022-03-04,2021
Tim Jansen,271.0,,"['TC Jansen', ' J van Bommel', ' R Woodward…']",203.0,,,3, Critical care …,"Association between blood lactate levels, Sequential Organ Failure Assessment subscores, and 28-day mortality during early and late intensive care unit stay: a …",,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['P Richette', ' F Perez']",181.0,,,2,Ruiz,Improving cardiovascular and renal outcomes in gout: what should we target?,,2014.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['A Ogdie', ' WJ Taylor', ' M Weatherall', ' J Fransen…']",162.0,,,4, Annals of the …,Imaging modalities for the classification of gout: systematic literature review and meta-analysis,,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['TO Crișan', ' MCP Cleophas', ' M Oosting…']",158.0,,,3, Annals of the …,Soluble uric acid primes TLR-induced proinflammatory cytokine production by human primary cells via inhibition of IL-1Ra,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,261.0,,"['JP Cremers', ' M Drent', ' A Bast…']",153.0,,,3, Current Opinion in …,Multinational evidence-based World Association of Sarcoidosis and Other Granulomatous Disorders recommendations for the use of methotrexate in sarcoidosis …,,2013.0,campus-horb,2022-03-04,2021
Tim Jansen,171.0,,"['A Lima', ' J van Bommel', ' TC Jansen', ' C Ince…']",152.0,,,4, Critical …,[HTML][HTML] Low tissue oxygen saturation at the end of early goal-directed therapy is associated with worse outcome in critically ill patients,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['AK Tausche', ' TL Jansen', ' HE Schröder…']",140.0,,,3, Deutsches Ärzteblatt …,[HTML][HTML] Gout—current diagnosis and treatment,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['M Drent', ' JP Cremers', ' TL Jansen…']",107.0,,,3, Sarcoidosis Vasc Diffuse …,Practical eminence and experience-based recommendations for use of TNF-alpha inhibitors in sarcoidosis,,2014.0,campus-horb,2022-03-04,2021
Tim Jansen,197.0,,"['J Bakker', ' TC Jansen']",124.0,,,2, Intensive care medicine,"[HTML][HTML] Don't take vitals, take a lactate",,2007.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['A Ogdie', ' WJ Taylor', ' T Neogi', ' J Fransen…']",97.0,,,4, Arthritis & …,Performance of ultrasound in the diagnosis of gout in a multicenter study: comparison with monosodium urate monohydrate crystal analysis as the gold standard,,2017.0,campus-horb,2022-03-04,2021
Tim Jansen,163.0,,"['WJ Taylor', ' J Fransen', ' TL Jansen…']",95.0,,,3, Arthritis care & …,Study for updated gout classification criteria: identification of features to classify gout,,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['MU Mirkov', ' J Cui', ' SH Vermeulen', ' EA Stahl…']",102.0,,,4, Annals of the …,Genome-wide association analysis of anti-TNF drug response in patients with rheumatoid arthritis,,2013.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['M Ghiti Moghadam', ' HE Vonkeman…']",79.0,,,2, Arthritis & …,Stopping tumor necrosis factor inhibitor treatment in patients with established rheumatoid arthritis in remission or with stable low disease activity: a pragmatic …,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,216.0,C,"['PA Wijnen', ' JP Cremers', ' PJ Nelemans…']",84.0,,,3, European …,Association of the TNF-α G-308A polymorphism with TNF-inhibitor response in sarcoidosis,,2014.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['BJ Radovits', ' W Kievit', ' J Fransen…']",87.0,,,3, Annals of the …,Influence of age on the outcome of antitumour necrosis factor alpha therapy in rheumatoid arthritis,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['MCP Cleophas', ' TO Crişan', ' H Lemmers…']",77.0,,,3, Annals of the …,Suppression of monosodium urate crystal-induced cytokine production by butyrate is mediated by the inhibition of class I histone deacetylases,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['CA Janssen', ' MAH Oude Voshaar', ' HE Vonkeman…']",49.0,,,3, …,"Anakinra for the treatment of acute gout flares: a randomized, double-blind, placebo-controlled, active-comparator, non-inferiority trial",,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,374.0,,"['TC Jansen', ' EJO Kompanje', ' J Bakker']",82.0,,,3, Critical care medicine,Deferred proxy consent in emergency critical care research: ethically valid and practically feasible,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,163.0,,"['D Bursill', ' WJ Taylor', ' R Terkeltaub…']",53.0,,,3, Arthritis care & …,"Gout, Hyperuricemia, and Crystal‐Associated Disease Network Consensus Statement regarding labels and definitions for disease elements in gout",,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,140.0,,"['MK Reinders', ' EN van Roon', ' PM Houtman…']",96.0,,,3, Clinical …,[HTML][HTML] Biochemical effectiveness of allopurinol and allopurinol-probenecid in previously benzbromarone-treated gout patients,,2007.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['SHM Manders', ' W Kievit…']",66.0,,,2, Arthritis …,"[HTML][HTML] Cost-effectiveness of abatacept, rituximab, and TNFi treatment after previous failure with TNFi treatment in rheumatoid arthritis: a pragmatic multi-centre …",,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,D,"['TC Jansen', ' J van Bommel', ' PG Mulder…']",80.0,,,3, Journal of Trauma …,Prognostic value of blood lactate levels: does the clinical diagnosis at admission matter?,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,133.0,,"['J Ten Oever', ' M Kox', ' FL van de Veerdonk…']",60.0,,,3, BMC immunology,[HTML][HTML] The discriminative capacity of soluble Toll-like receptor (sTLR) 2 and sTLR4 in inflammatory diseases,,2014.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['D Bursill', ' WJ Taylor', ' R Terkeltaub…']",47.0,,,3, Annals of the …,"Gout, Hyperuricaemia and Crystal-Associated Disease Network (G-CAN) consensus statement regarding labels and definitions of disease states of gout",,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,197.0,,"['TC Jansen', ' EJO Kompanje', ' C Druml', ' DK Menon…']",68.0,,,4, Intensive care …,[HTML][HTML] Deferred consent in emergency intensive care research: what if the patient dies early? Use the data or not?,,2007.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['N Dalbeth', ' J Fransen', ' TL Jansen', ' T Neogi…']",60.0,,,4, …,New classification criteria for gout: a framework for progress,,2013.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['WJ Taylor', ' J Fransen', ' N Dalbeth', ' T Neogi…']",51.0,,,4, Annals of the …,Performance of classification criteria for gout in early and established disease,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['M Blom', ' W Kievit', ' J Fransen', ' IH Kuper…']",70.0,,,4, The Journal of …,The reason for discontinuation of the first tumor necrosis factor (TNF) blocking agent does not influence the effect of a second TNF blocking agent in patients with …,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['F Zaidi', ' RK Narang', ' A Phipps']",17.0,,,3,,Systematic genetic analysis of early-onset gout: ABCG2 is the only associated locus,,2020.0,campus-horb,2022-03-04,2021
Tim Jansen,221.0,,"['R Wrigley', ' AJ Phipps']",13.0,,,2,Green,[HTML][HTML] Pleiotropic effect of the ABCG2 gene in gout: involvement in serum urate levels and progression from hyperuricemia to gout,,2020.0,campus-horb,2022-03-04,2021
Tim Jansen,124.0,,"['EN Van Roon', ' TLTA Jansen', ' NM Houtman', ' P Spoelstra…']",78.0,,,4, Drug safety,Leflunomide for the treatment of rheumatoid arthritis in clinical practice,,2004.0,campus-horb,2022-03-04,2021
Tim Jansen,140.0,,"['IJM Disveld', ' S Zoakman', ' TLTA Jansen', ' GA Rongen…']",21.0,,,4, Clinical …,"Crystal-proven gout patients have an increased mortality due to cardiovascular diseases, cancer, and infectious diseases especially when having tophi and/or high …",,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,213.0,,"['P Álvarez', ' B Browning', ' T Jansen', ' M Lacroix…']",21.0,,,4, Fuel Processing …,Modeling of atmospheric and vacuum petroleum residue hydroconversion in a slurry semi-batch reactor: Study of hydrogen consumption,,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,332.0,,"['H Rasheed', ' C McKinney', ' LK Stamp', ' N Dalbeth…']",36.0,,,4, PloS one,[HTML][HTML] The Toll-Like Receptor 4 (TLR4) Variant rs2149356 and Risk of Gout in European and Polynesian Sample Sets,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['TL Jansen', ' P Richette', ' F Perez']",60.0,,,3,Ruiz,International position paper on febuxostat,,2010.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['S Arends', ' H GROEN', ' PM HOUTMAN…']",44.0,,,3, The Journal of …,Serum MMP-3 level as a biomarker for monitoring and predicting response to etanercept treatment in ankylosing spondylitis,,2011.0,campus-horb,2022-03-04,2021
Tim Jansen,163.0,,"['SK Tedeschi', ' T Pascart', ' A Latourte…']",4.0,,,3, Arthritis Care & …,Identifying potential classification criteria for calcium pyrophosphate deposition disease (CPPD): Item generation and item reduction,,2021.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['DA Van Waardenburg', ' TC Jansen…']",69.0,,,2, The Journal of …,Hyperglycemia in children with meningococcal sepsis and septic shock: the relation between plasma levels of insulin and inflammatory mediators,,2006.0,campus-horb,2022-03-04,2021
Tim Jansen,163.0,,"['N Dalbeth', ' HR Schumacher', ' J Fransen…']",30.0,,,3, Arthritis care & …,Survey definitions of gout for epidemiologic studies: comparison with crystal identification as the gold standard,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['M Ghiti Moghadam', ' FBG Lamers']",18.0,,,2,,[HTML][HTML] Multi-biomarker disease activity score as a predictor of disease relapse in patients with rheumatoid arthritis stopping TNF inhibitor treatment,,2018.0,campus-horb,2022-03-04,2021
Tim Jansen,173.0,,"['TLTA Jansen', ' M Janssen']",16.0,,,2, Clinical Rheumatology,"Gout lessons from 2018: CARES, a direct comparison of febuxostat vs allopurinol, and CANTOS, IL1 blocker for cardiovascular risk minimisation",,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,45.0,,"['K Weinert', ' H Blum', ' T Jansen', ' A Rademacher']",53.0,,,4, Production Engineering,Simulation based optimization of the NC-shape grinding process with toroid grinding wheels,,2007.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['MA Beek', ' TS Jansen', ' JW Raats…']",30.0,,,3, …,[HTML][HTML] The utility of peritoneal drains in patients with perforated appendicitis,,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,,,['FB Lamers'],21.0,,,1,Karnebeek,Limited value for ultrasonography in predicting flare in rheumatoid arthritis patients with low disease activity stopping TNF inhibitors,,2017.0,campus-horb,2022-03-04,2021
Tim Jansen,,,['F Pérez'],14.0,,,1,Ruiz,[HTML][HTML] Efficacy and safety of lesinurad for the treatment of hyperuricemia in gout,,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,k.R.,"['J Bakker', ' TC Jansen', ' A Lima…']",42.0,,,3, American Journal of …,Why opioids and sedatives may prolong life rather than hasten death after ventilator withdrawal in critically ill patients,,2008.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['RL Prowse', ' N Dalbeth', ' A Kavanaugh…']",34.0,,,3, The Journal of …,"A delphi exercise to identify characteristic features of gout—opinions from patients and physicians, the first stage in developing new classification criteria",,2013.0,campus-horb,2022-03-04,2021
Tim Jansen,228.0,,"['MJH Coenen', ' C Enevold', ' P Barrera…']",39.0,,,3, PLoS …,[HTML][HTML] Genetic variants in toll-like receptors are not associated with rheumatoid arthritis susceptibility or anti-tumour necrosis factor treatment outcome,,2010.0,campus-horb,2022-03-04,2021
Tim Jansen,197.0,,"['TC Jansen', ' J Bakker', ' EJO Kompanje']",37.0,,,3, Intensive care medicine,[HTML][HTML] Inability to obtain deferred consent due to early death in emergency research: effect on validity of clinical trial results,,2010.0,campus-horb,2022-03-04,2021
Tim Jansen,145.0,,"['CA Janssen', ' MAH Oude Voshaar…']",10.0,,,2, Health and quality of life …,[HTML][HTML] A systematic literature review of patient-reported outcome measures used in gout: an evaluation of their content and measurement properties,,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['R Te Kampe', ' TL Jansen', ' C van Durme…']",1.0,,,3, The Journal of …,Outcomes of care among patients with gout in Europe: a cross-sectional survey,,2022.0,campus-horb,2022-03-04,2021
Tim Jansen,173.0,,"['CA Janssen', ' TLTA Jansen', ' MAH Oude Voshaar…']",17.0,,,3, Rheumatology …,[HTML][HTML] Quality of care in gout: a clinical audit on treating to the target with urate lowering therapy in real-world gout patients,,2017.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['K Weinert', ' T Jansen']",28.0,,,2, Ceramic matrix composites: fiber …,Machining Aspects for the Drilling of C/C‐SiC Materials,,2008.0,campus-horb,2022-03-04,2021
Tim Jansen,173.0,,"['TL Jansen', ' M Janssen']",15.0,,,2, Clinical Rheumatology,[HTML][HTML] The American College of Physicians and the 2017 guideline for the management of acute and recurrent gout: treat to avoiding symptoms versus treat to target,,2017.0,campus-horb,2022-03-04,2021
Tim Jansen,223.0,,"['B Browning', ' I Pitault', ' F Couenne', ' T Jansen…']",11.0,,,4, Chemical Engineering …,Distributed lump kinetic modeling for slurry phase vacuum residue hydroconversion,,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,129.0,B,"['P Alvarez', ' B Browning', ' M Lacroix', ' T Jansen…']",4.0,,,4, Energy & …,Impact of unconverted residue recycling on slurry-phase hydroconversion performance in a continuous microscale pilot unit,,2020.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['M Blom', ' W Kievit', ' ART Donders…']",28.0,,,3, The Journal of …,Effectiveness of a third tumor necrosis factor-α-blocking agent compared with rituximab after failure of 2 TNF-blocking agents in rheumatoid arthritis,,2011.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['MAHO Voshaar', ' M Peter', ' C Bode…']",21.0,,,3, The Journal of …,"Assessment of fatigue in rheumatoid arthritis: a psychometric comparison of single-item, multiitem, and multidimensional measures",,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,140.0,,"['AJ Kwakernaak', ' PM Houtman', ' JFL Weel…']",26.0,,,3, Clinical …,[HTML][HTML] A comparison of an interferon-gamma release assay and tuberculin skin test in refractory inflammatory disease patients screened for latent tuberculosis prior …,,2011.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['WJ Taylor', ' J Fransen', ' N Dalbeth', ' T Neogi…']",20.0,,,4, The Journal of …,Diagnostic arthrocentesis for suspicion of gout is safe and well tolerated,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['R Te Kampe', ' M Janssen', ' C van Durme…']",5.0,,,3, The Journal of …,Sex differences in the clinical profile among patients with gout: cross-sectional analyses of an observational study,,2021.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['TL Jansen', ' F Perez']",11.0,,,2,Ruiz,International position paper on the appropriate use of uricosurics with the introduction of lesinurad,,2018.0,campus-horb,2022-03-04,2021
Tim Jansen,259.0,A+,"['S Akin', ' P Schriek', ' C van Nieuwkoop…']",2.0,,,3, Journal of …,[HTML][HTML] A low aldosterone/renin ratio and high soluble ACE2 associate with COVID-19 severity,,2022.0,campus-horb,2022-03-04,2021
Tim Jansen,173.0,,"['F Wink', ' PM Houtman', ' TLTA Jansen']",30.0,,,3, Clinical rheumatology,"Rituximab in cryoglobulinaemic vasculitis, evidence for its effectivity: a case report and review of literature",,2011.0,campus-horb,2022-03-04,2021
Tim Jansen,261.0,,"['M Drent', ' JP Cremers', ' TL Jansen']",18.0,,,3, Current Opinion in …,Pulmonology meets rheumatology in sarcoidosis: a review on the therapeutic approach,,2014.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['SHM Manders', ' W Kievit', ' TLTA Jansen…']",15.0,,,3, The Journal of …,Effectiveness of tumor necrosis factor inhibitors in combination with various csDMARD in the treatment of rheumatoid arthritis: data from the DREAM registry,,2016.0,campus-horb,2022-03-04,2021
Tim Jansen,223.0,,"['T Jansen', ' D Guerry', ' D Gotteland', ' R Bacaud…']",17.0,,,4, Chemical Engineering …,Characterization of a continuous micro-scale pilot unit for petroleum residue hydroconversion with dispersed catalysts: Hydrodynamics and performances in once …,,2014.0,campus-horb,2022-03-04,2021
Tim Jansen,129.0,B,"['B Browning', ' P Alvarez', ' T Jansen', ' M Lacroix…']",,,,4, Energy & …,"A Review of Thermal Cracking, Hydrocracking, and Slurry Phase Hydroconversion Kinetic Parameters in Lumped Models for Upgrading Heavy Oils",,2021.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['M De Meulemeester', ' E Mateus', ' H Wieberneit']",6.0,,,3,,Understanding the patient voice in gout: a quantitative study conducted in Europe,,2020.0,campus-horb,2022-03-04,2021
Tim Jansen,140.0,,"['GA Rongen', ' I van Ingen', ' M Kok', ' H Vonkeman…']",12.0,,,4, Clinical …,Vasodilator function worsens after cessation of tumour necrosis factor inhibitor therapy in patients with rheumatoid arthritis only if a flare occurs,,2018.0,campus-horb,2022-03-04,2021
Tim Jansen,259.0,A+,"['RW Bolderman', ' JJR Hermans…']",22.0,,,2, Journal of …,Intrapericardial delivery of amiodarone and sotalol: atrial transmural drug distribution and electrophysiological effects,,2009.0,campus-horb,2022-03-04,2021
Tim Jansen,138.0,,"['SHM Manders', ' W Kievit', ' E Adang', ' TJ Jansen…']",17.0,,,4, Annals of the …,Effectiveness of TNF inhibitor treatment with various methotrexate doses in patients with rheumatoid arthritis: results from clinical practice,,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,332.0,,"['C Sanglar', ' T Jansen', ' MC Silaghi', ' J Mernier…']",17.0,,,4, Analytical …,Study of prepolymerization complex formation in the synthesis of steroid-based molecularly imprinted polymers,,2012.0,campus-horb,2022-03-04,2021
Tim Jansen,,,"['A Tran‐Duy', ' M Ghiti Moghadam…']",9.0,,,2, Arthritis & …,An Economic Evaluation of Stopping Versus Continuing Tumor Necrosis Factor Inhibitor Treatment in Rheumatoid Arthritis Patients With Disease Remission or Low …,,2018.0,campus-horb,2022-03-04,2021
Tim Jansen,140.0,,"['EJ Meyer', ' MA Nenke', ' W Rankin', ' JG Lewis…']",9.0,,,4, Clinical …,Total and high‐affinity corticosteroid‐binding globulin depletion in septic shock is associated with mortality,,2019.0,campus-horb,2022-03-04,2021
Tim Jansen,163.0,,"['M Ghiti Moghadam', ' PM Ten Klooster…']",9.0,,,2, Arthritis care & …,Impact of stopping tumor necrosis factor inhibitors on rheumatoid arthritis patients' burden of disease,,2018.0,campus-horb,2022-03-04,2021
Tim Jansen,36.0,,"['R Te Kampe', ' A Boonen', ' T Jansen', ' M Janssen…']",,,,4, RMD open,[HTML][HTML] Development of a patient decision aid for the initiation of urate-lowering therapy in gout patients,,2022.0,campus-horb,2022-03-04,2021
Tim Jansen,548.0,,"['PM Houtman', ' TL Jansen', ' R Blanken']",19.0,,,3, JCR: Journal of Clinical …,Anaphylactic reaction in a patient with rheumatoid arthritis: a rare side effect of methotrexate with etanercept as a provoking factor?,,2006.0,campus-horb,2022-03-04,2021
Tim Jansen,363.0,,"['P Smits', ' FMRJ Hersbach', ' TLTA Jansen', ' T Thien…']",22.0,,,4, Diabetes,Impaired vasodilator response to atrial natriuretic factor in IDDM,,1993.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['TLTA Jansen', ' CJJ Mulder', ' PHZ Karssen…']",26.0,,,3, European journal of …,Epidemiological survey of the Dutch Coeliac Disease Society: an update 1992,,1993.0,campus-horb,2022-03-04,2021
Tim Jansen,57.0,,"['T Jansen', ' D Guerry', ' E Leclerc', ' M Ropars…']",11.0,,,4, Industrial & …,Simulation of petroleum residue hydroconversion in a continuous pilot unit using batch reactor experiments and a cold mock-up,,2014.0,campus-horb,2022-03-04,2021
Tim Jansen,36.0,,"['SHM Manders', ' MAFJ van de Laar…']",12.0,,,2, RMD open,[HTML][HTML] Tapering and discontinuation of methotrexate in patients with RA treated with TNF inhibitors: data from the DREAM registry,,2015.0,campus-horb,2022-03-04,2021
Tim Jansen,299.0,C,"['TLTA Jansen', ' AH Morice…']",37.0,,,2, British journal of …,A comparison of the vasodilator responses to atrial peptides in the pulmonary and renal arteries of the pig in vitro,,1987.0,campus-horb,2022-03-04,2021
Tim Jansen,89.0,,"['IH Brinkman', ' MAFJ Laar', ' TL Jansen…']",14.0,,,3, Expert opinion on drug …,The potential risk of infections during (prolonged) rituximab therapy in rheumatoid arthritis,,2011.0,campus-horb,2022-03-04,2021
Tim Jansen,150.0,,['TL Jansen'],13.0,,,1, Arthritis research & therapy,[HTML][HTML] When rheumatology meets hepatology: are anti-TNFs safe in hepatitis B virus carriers?,,2010.0,campus-horb,2022-03-04,2021
